country_code,city,year,pm25_concentration,pm10_concentration,no2_concentration,latitude,longitude
ITA,Gallio,2013,\N,\N,4.0,45.8483,11.5692
ITA,Gallio,2014,\N,\N,4.0,45.8483,11.5692
ITA,Gallio,2015,\N,\N,4.0,45.8483,11.5692
ITA,Gallio,2016,\N,\N,4.0,45.8483,11.5692
ITA,Gallio,2017,\N,\N,4.0,45.8483,11.5692
ITA,Gallio,2018,\N,\N,3.0,45.8483,11.5692
ITA,Gallio,2019,\N,\N,4.0,45.8483,11.5692
ITA,Gallio,2020,\N,\N,3.0,45.8483,11.5692
ITA,Gallio,2021,\N,\N,5.0,45.8483,11.5692
ITA,Gambara,2010,\N,\N,25.0,45.24889,10.299445
ITA,Gambara,2013,\N,\N,29.0,45.2488945,10.299422
ITA,Gambara,2014,\N,\N,21.0,45.2489,10.2994
ITA,Gambara,2015,\N,\N,26.0,45.2489,10.2994
ITA,Gambara,2016,\N,\N,24.0,45.2489,10.2994
ITA,Gambara,2017,\N,\N,29.0,45.2489,10.2994
ITA,Gambara,2018,\N,\N,23.0,45.2489,10.2994
ITA,Gambara,2019,\N,\N,25.0,45.2489,10.2994
ITA,Gambara,2020,\N,\N,20.0,45.2489,10.2994
ITA,Gambara,2021,\N,\N,18.0,45.2489,10.2994
ITA,Gavello,2013,20.0,\N,12.0,44.92784,11.17795
ITA,Giammoro,2015,\N,\N,14.0,38.2056,15.3101
ITA,Giammoro,2016,\N,\N,8.0,38.2056,15.3101
ITA,Giammoro,2017,\N,\N,5.0,38.2056,15.3101
ITA,Giammoro,2018,\N,\N,\N,38.2056,15.3101
ITA,Giammoro,2019,\N,\N,\N,38.2056,15.3101
ITA,Giammoro,2020,\N,\N,8.0,38.2056,15.3101
ITA,Gorizia,2013,15.0,\N,\N,45.93692,13.616395
ITA,Gressan,2013,\N,\N,24.0,45.7303,7.2989
ITA,Gressan,2015,\N,\N,24.0,45.7303,7.2989
ITA,Gressan,2016,\N,\N,24.0,45.7303,7.2989
ITA,Gressan,2017,\N,\N,25.0,45.7303,7.2989
ITA,Gressan,2018,\N,\N,20.0,45.7303,7.2989
ITA,Grottaglie,2010,\N,\N,12.0,40.537777,17.423889
ITA,Guardiaregia,2010,\N,\N,6.0,41.418892,14.525556
ITA,Guardiaregia,2013,\N,\N,16.0,41.4188945,14.525578
ITA,Guardiaregia,2014,\N,\N,12.0,41.4189,14.5256
ITA,Guardiaregia,2015,\N,\N,10.0,41.4189,14.5256
ITA,Guardiaregia,2016,\N,\N,6.0,41.4189,14.5256
ITA,Guardiaregia,2017,\N,\N,9.0,41.4189,14.5256
ITA,Guardiaregia,2018,\N,\N,9.0,41.4189,14.5256
ITA,Guardiaregia,2019,\N,\N,7.0,41.4189,14.5256
ITA,Guardiaregia,2020,\N,\N,4.0,41.4189,14.5256
ITA,Guardiaregia,2021,\N,\N,\N,41.4189,14.5256
ITA,Isernia,2020,\N,\N,17.0,41.5972,14.2336
ITA,Isernia,2021,\N,\N,30.0,41.5972,14.2336
ITA,Ivrea,2013,24.0,\N,25.0,45.4512,7.878
ITA,La thuile,2010,\N,\N,4.0,45.729168,6.977778
ITA,La thuile,2013,\N,\N,3.0,45.72917,6.97778
ITA,La Thuile,2013,\N,\N,3.0,45.7292,6.9778
ITA,La Thuile,2015,\N,\N,4.0,45.7292,6.9778
ITA,La Thuile,2016,\N,\N,3.0,45.7292,6.9778
ITA,La Thuile,2017,\N,\N,3.0,45.7292,6.9778
ITA,La Thuile,2018,\N,\N,3.0,45.7292,6.9778
ITA,La Thuile,2019,\N,\N,3.0,45.7292,6.9778
ITA,La Thuile,2020,\N,\N,3.0,45.7292,6.9778
ITA,La Thuile,2021,\N,\N,3.0,45.7292,6.9778
ITA,Laives,2013,15.0,\N,\N,46.43483,11.34014
ITA,Lavello,2010,\N,\N,13.0,41.047779,15.785278
ITA,Le Grazie,2013,\N,\N,14.0,44.0647,9.839
ITA,Le Grazie,2014,\N,\N,14.0,44.0647,9.839
ITA,Le Grazie,2015,\N,\N,16.0,44.0647,9.839
ITA,Le Grazie,2016,\N,\N,14.0,44.0647,9.839
ITA,Le Grazie,2017,\N,\N,16.0,44.0647,9.839
ITA,Le Grazie,2018,\N,\N,12.0,44.0647,9.839
ITA,Le Grazie,2019,\N,\N,13.0,44.0647,9.839
ITA,Le Grazie,2020,\N,\N,12.0,44.0647,9.839
ITA,Le Grazie,2021,\N,\N,13.0,44.0647,9.839
ITA,Legnago,2010,\N,\N,27.0,45.183613,11.311389
ITA,Lignano sabbiadoro,2010,\N,\N,24.0,45.676113,13.107779
ITA,Lonato,2010,\N,\N,22.0,45.463333,10.480833
ITA,Lonato,2013,\N,\N,23.0,45.4633165,10.4808165
ITA,Lonato,2014,\N,\N,20.0,45.4633,10.4808
ITA,Lonato,2015,\N,\N,21.0,45.4633,10.4808
ITA,Lonato,2016,\N,\N,21.0,45.4633,10.4808
ITA,Lonato,2017,\N,\N,23.0,45.4633,10.4808
ITA,Lonato,2018,\N,\N,19.0,45.4633,10.4808
ITA,Lonato,2019,\N,\N,18.0,45.4633,10.4808
ITA,Lonato,2020,\N,\N,16.0,45.4633,10.4808
ITA,Lonato,2021,\N,\N,18.0,45.4633,10.4808
ITA,Macerata,2010,14.0,\N,6.0,43.285,13.428612
ITA,Maglie,2010,14.0,\N,10.0,40.1325,18.304167
ITA,Manduria,2010,\N,\N,31.0,40.3925,17.632778
ITA,Marmirolo,2010,\N,\N,17.0,45.2075,10.742778
ITA,Martellago,2010,\N,\N,34.0,45.525,12.153611
ITA,Martina franca,2010,\N,\N,29.0,40.700832,17.331945
ITA,Massafra,2014,\N,\N,17.0,40.5919,17.1158
ITA,Massafra,2015,\N,\N,16.0,40.5919,17.1158
ITA,Massafra,2016,\N,\N,18.0,40.5919,17.1158
ITA,Matera,2015,\N,\N,9.0,40.6867,16.5471
ITA,Matera,2016,\N,\N,10.0,40.6867,16.5471
ITA,Matera,2017,\N,\N,7.0,40.6867,16.5471
ITA,Matera,2018,\N,\N,6.0,40.6867,16.5471
ITA,Matera,2019,\N,\N,8.0,40.6867,16.5471
ITA,Matera,2020,\N,\N,7.0,40.6867,16.5471
ITA,Matera,2021,\N,\N,7.0,40.6867,16.5471
ITA,Meldola,2010,17.0,\N,21.0,44.130278,12.061667
ITA,Melilli,2010,\N,\N,11.0,37.178612,15.127778
ITA,Mignanego,2010,\N,\N,34.0,44.556667,8.941944
ITA,Mira,2010,\N,\N,24.0,45.441944,12.128889
ITA,Mirandola,2010,22.0,\N,16.0,44.929447,11.179167
ITA,Modugno,2014,\N,\N,22.0,41.0872,16.7817
ITA,Modugno,2015,\N,\N,25.0,41.0872,16.7817
ITA,Modugno,2016,\N,\N,25.0,41.0872,16.7817
ITA,Montale,2010,\N,\N,26.0,43.916111,11.006945
ITA,Monte Romano,2017,\N,\N,5.0,42.2686,11.8943
ITA,Monte Romano,2018,\N,\N,6.0,42.2686,11.8943
ITA,Montebello vicentino,2010,\N,\N,30.0,45.466389,11.387222
ITA,Montebello vicentino,2013,\N,\N,27.0,45.466389,11.387222
ITA,Montebello Vicentino,2013,\N,\N,27.0,45.4664,11.3872
ITA,Montebello Vicentino,2014,\N,\N,27.0,45.4664,11.3872
ITA,Montebello Vicentino,2015,\N,\N,29.0,45.4664,11.3872
ITA,Montebello Vicentino,2016,\N,\N,29.0,45.4664,11.3872
ITA,Montebello Vicentino,2017,\N,\N,30.0,45.4664,11.3872
ITA,Montebello Vicentino,2018,\N,\N,30.0,45.4664,11.3872
ITA,Montebello Vicentino,2019,\N,\N,29.0,45.4664,11.3872
ITA,Montebello Vicentino,2020,\N,\N,18.0,45.4664,11.3872
ITA,Montecatini-terme,2010,\N,\N,32.0,43.882778,10.7672225
ITA,Montecchio maggiore,2010,\N,\N,35.0,45.501111,11.425833
ITA,Montemurlo,2010,\N,\N,54.0,43.911667,11.063611
ITA,Monzambano,2010,\N,\N,31.0,45.390835,10.6975
ITA,Mortara,2010,23.0,\N,31.0,45.253887,8.744445
ITA,Motta visconti,2010,\N,\N,24.0,45.282776,8.989445
ITA,Motta Visconti,2016,\N,\N,25.0,45.2828,8.9894
ITA,Motta Visconti,2017,\N,\N,29.0,45.2828,8.9894
ITA,Motta Visconti,2018,\N,\N,22.0,45.2828,8.9894
ITA,Motta Visconti,2019,\N,\N,22.0,45.2828,8.9894
ITA,Motta Visconti,2020,\N,\N,22.0,45.2828,8.9894
ITA,Motta Visconti,2021,\N,\N,21.0,45.2828,8.9894
ITA,Niscemi,2016,\N,\N,47.0,37.1459,14.3956
ITA,Oleggio,2010,\N,\N,39.0,45.594997,8.635555
ITA,Omegna,2010,\N,\N,36.0,45.879166,8.406944
ITA,Omegna,2013,\N,\N,33.0,45.8988,8.4157
ITA,Orbassano,2010,\N,\N,37.0,45.007221,7.55
ITA,Orbassano,2013,\N,\N,32.0,45.0069,7.5496
ITA,Ostellato,2010,19.0,\N,15.0,44.741669,11.942223
ITA,Ostellato,2013,16.0,\N,15.0,44.741678,11.94221467
ITA,Ostellato,2014,16.0,\N,15.0,44.7417,11.9422
ITA,Ostellato,2015,19.0,\N,16.0,44.7417,11.9422
ITA,Ostellato,2016,15.0,\N,14.0,44.7417,11.9422
ITA,Ostellato,2017,18.0,\N,15.0,44.7417,11.9422
ITA,Ostellato,2018,15.0,\N,13.0,44.7417,11.9422
ITA,Ostellato,2019,18.0,\N,13.0,44.7417,11.9422
ITA,Ostellato,2020,17.0,\N,12.0,44.7417,11.9422
ITA,Ostellato,2021,16.0,\N,13.0,44.7417,11.9422
ITA,Ottana,2010,\N,\N,8.0,40.237221,9.032499
ITA,Ottana,2018,\N,\N,8.0,40.2372,9.0325
ITA,Ottana,2019,\N,\N,9.0,40.2372,9.0325
ITA,Ottana,2020,\N,\N,6.0,40.2372,9.0325
ITA,Ottana,2021,\N,\N,6.0,40.2372,9.0325
ITA,Pace del mela,2010,\N,\N,12.0,38.208057,15.311666
ITA,Pasta,2013,\N,\N,32.0,45.0069,7.5496
ITA,Pasta,2014,\N,\N,32.0,45.0069,7.5496
ITA,Pasta,2015,\N,\N,35.0,45.0069,7.5496
ITA,Pasta,2016,\N,\N,32.0,45.0069,7.5496
ITA,Pasta,2017,\N,\N,34.0,45.0069,7.5496
ITA,Pasta,2018,\N,\N,30.0,45.0069,7.5496
ITA,Pasta,2019,\N,\N,31.0,45.0069,7.5496
ITA,Pasta,2020,\N,\N,29.0,45.0069,7.5496
ITA,Pasta,2021,\N,\N,29.0,45.0069,7.5496
ITA,Perledo,2013,\N,\N,22.0,46.015833,9.286111
ITA,Pieve vergonte,2010,\N,\N,25.0,46.011944,8.268888
ITA,Pineta,2013,15.0,\N,\N,46.4348,11.3401
ITA,Pineta,2014,13.0,\N,\N,46.4348,11.3401
ITA,Pineta,2015,15.0,\N,\N,46.4348,11.3401
ITA,Pineta,2016,13.0,\N,\N,46.4348,11.3401
ITA,Pineta,2017,14.0,\N,\N,46.4348,11.3401
ITA,Pineta,2018,13.0,\N,\N,46.4348,11.3401
ITA,Pineta,2019,12.0,\N,\N,46.4348,11.3401
ITA,Pineta,2020,12.0,\N,\N,46.4348,11.3401
ITA,Pineta,2021,12.0,\N,\N,46.4348,11.3401
ITA,Pisticci Scalo,2015,\N,\N,12.0,40.4204,16.5484
ITA,Pisticci Scalo,2016,\N,\N,11.0,40.4204,16.5484
ITA,Pisticci Scalo,2017,\N,\N,10.0,40.4204,16.5484
ITA,Pisticci Scalo,2018,\N,\N,10.0,40.4204,16.5484
ITA,Pisticci Scalo,2019,\N,\N,9.0,40.4204,16.5484
ITA,Pisticci Scalo,2020,\N,\N,9.0,40.4204,16.5484
ITA,Pisticci Scalo,2021,\N,\N,11.0,40.4204,16.5484
ITA,Pistoia,2010,\N,\N,33.0,43.935695,10.909722
ITA,Polistena,2010,\N,\N,13.0,38.400833,16.070002
ITA,Polistena,2017,22.0,\N,13.0,38.3999,16.0702
ITA,Porto mantovano,2010,\N,\N,25.0,45.193611,10.796667
ITA,Porto tolle,2010,\N,\N,19.0,44.950833,12.334167
ITA,Portovenere,2010,\N,\N,16.0,44.06472,9.838888
ITA,Portovenere,2013,\N,\N,14.0,44.064722,9.838889
ITA,Prata di pordenone,2010,\N,\N,29.0,45.896114,12.599444
ITA,Prato,2010,\N,\N,35.0,43.8787218,11.0976664
ITA,Prato del Mare,2021,\N,\N,10.0,42.0424,11.8335
ITA,Priolo gargallo,2010,\N,\N,18.0,37.142502,15.202499
ITA,Propata,2013,\N,\N,7.0,44.5647,9.1849
ITA,Propata,2014,\N,\N,7.0,44.5647,9.1849
ITA,Propata,2021,\N,\N,4.0,44.5647,9.1849
ITA,Quiliano,2010,\N,\N,14.0,44.293888,8.411388
ITA,Ragusa,2015,\N,\N,11.0,36.9217,14.72425
ITA,Ragusa,2016,\N,\N,9.0,36.9217,14.72425
ITA,Ragusa,2017,\N,\N,10.0,36.9217,14.72425
ITA,Ragusa,2018,\N,\N,10.0,36.9217,14.72425
ITA,Ragusa,2019,\N,\N,10.0,36.9217,14.72425
ITA,Ragusa,2020,\N,\N,\N,36.9217,14.72425
ITA,Rapallo,2010,\N,\N,43.0,44.351665,9.2225
ITA,Reggio di calabria,2010,\N,\N,27.0,38.1054155,15.6419445
ITA,Renon,2013,\N,\N,3.0,46.58967,11.43317
ITA,Renon - Ritten,2013,\N,\N,3.0,46.5897,11.4332
ITA,Renon - Ritten,2014,\N,\N,3.0,46.5897,11.4332
ITA,Renon - Ritten,2015,\N,\N,4.0,46.5897,11.4332
ITA,Renon - Ritten,2016,\N,\N,4.0,46.5897,11.4332
ITA,Renon - Ritten,2017,\N,\N,4.0,46.5897,11.4332
ITA,Renon - Ritten,2018,\N,\N,3.0,46.5897,11.4332
ITA,Renon - Ritten,2019,\N,\N,3.0,46.5897,11.4332
ITA,Renon - Ritten,2020,\N,\N,3.0,46.5897,11.4332
ITA,Renon - Ritten,2021,\N,\N,3.0,46.5897,11.4332
ITA,Rho,2013,\N,\N,47.0,45.5225,9.04472
ITA,San clemente,2010,15.0,\N,11.0,43.932777,12.627501
ITA,San clemente,2013,14.0,\N,9.0,43.932778,12.6275
ITA,San Clemente,2013,14.0,\N,9.0,43.9328,12.6275
ITA,San Clemente,2014,13.0,\N,9.0,43.9328,12.6275
ITA,San Clemente,2015,15.0,\N,11.0,43.9328,12.6275
ITA,San Clemente,2016,12.0,\N,10.0,43.9328,12.6275
ITA,San Clemente,2017,12.0,\N,8.0,43.9328,12.6275
ITA,San Clemente,2018,13.0,\N,8.0,43.9328,12.6275
ITA,San Clemente,2019,12.0,\N,7.0,43.9328,12.6275
ITA,San Clemente,2020,13.0,\N,9.0,43.9328,12.6275
ITA,San Clemente,2021,10.0,\N,11.0,43.9328,12.6275
ITA,San dona di piave,2013,26.0,\N,29.0,45.630278,12.591667
ITA,San dona' di piave,2010,\N,\N,30.0,45.630276,12.591666
ITA,San Filippo del Mela,2016,\N,\N,4.0,38.1605,15.275
ITA,San Filippo del Mela,2017,\N,\N,6.0,38.1605,15.275
ITA,San giorgio di nogaro,2010,\N,\N,24.0,45.813332,13.215555
ITA,San giovanni al natisone,2010,\N,\N,19.0,45.973335,13.393333
ITA,San giuliano milanese,2013,\N,\N,44.0,45.39528,9.28278
ITA,San martino buon albergo,2010,\N,\N,47.0,45.413611,11.087222
ITA,San Martino in Freddana-Monsagrati,2013,\N,\N,13.0,43.8689,10.4536
ITA,San Martino in Freddana-Monsagrati,2014,\N,\N,10.0,43.8689,10.4536
ITA,San Martino in Freddana-Monsagrati,2015,\N,\N,12.0,43.8689,10.4536
ITA,San Martino in Freddana-Monsagrati,2016,\N,\N,10.0,43.8689,10.4536
ITA,San Martino in Freddana-Monsagrati,2017,\N,\N,11.0,43.8689,10.4536
ITA,San Martino in Freddana-Monsagrati,2018,\N,\N,10.0,43.8689,10.4536
ITA,San Martino in Freddana-Monsagrati,2019,\N,\N,9.0,43.8689,10.4536
ITA,San Martino in Freddana-Monsagrati,2020,\N,\N,9.0,43.8689,10.4536
ITA,San Martino in Freddana-Monsagrati,2021,\N,\N,8.0,43.8689,10.4536
ITA,San Martino Spino,2013,20.0,\N,12.0,44.9278,11.1779
ITA,San Michele All'Adige,2020,\N,\N,18.0,46.1968,11.1134
ITA,San Michele All'Adige,2021,\N,\N,16.0,46.1968,11.1134
ITA,San Pietro Avellana,2020,\N,\N,10.0,41.7594,14.2089
ITA,San Pietro Avellana,2021,\N,\N,9.0,41.7594,14.2089
ITA,San Remo,2013,\N,\N,20.0,43.82,7.7743
ITA,San Remo,2019,\N,\N,14.0,43.81705,7.7735
ITA,Sanremo,2013,\N,\N,20.0,43.82001,7.774444
ITA,Sant'Eufemia a Maiella,2017,\N,\N,1.0,42.1194,14.0289
ITA,Sant'Eufemia a Maiella,2018,\N,\N,1.0,42.1194,14.0289
ITA,Sant'Eufemia a Maiella,2019,\N,\N,1.0,42.1194,14.0289
ITA,Sant'Eufemia a Maiella,2020,\N,\N,3.0,42.1194,14.0289
ITA,Sant'Eufemia a Maiella,2021,\N,\N,1.0,42.1194,14.0289
ITA,Sassari,2010,\N,\N,39.0,40.729721,8.553612
ITA,Schio,2017,\N,\N,21.0,45.7144,11.3686
ITA,Seriate,2010,26.0,\N,38.0,45.685558,9.715278
ITA,Sesto san giovanni,2013,\N,\N,54.0,45.533889,9.236389
ITA,Settignano,2013,\N,\N,10.0,43.789167,11.323889
ITA,Siena,2010,\N,\N,29.0,43.316944,11.356667
ITA,Somma lombardo,2010,\N,\N,25.0,45.565277,8.712777
ITA,Tavernola Bergamasca,2016,\N,\N,33.0,45.7136,10.0411
ITA,Tavernola Bergamasca,2017,\N,\N,27.0,45.7136,10.0411
ITA,Tavernola Bergamasca,2018,\N,\N,22.0,45.7136,10.0411
ITA,Tavernola Bergamasca,2019,\N,\N,25.0,45.7136,10.0411
ITA,Tavernola Bergamasca,2020,\N,\N,18.0,45.7136,10.0411
ITA,Tavernola Bergamasca,2021,\N,\N,18.0,45.7136,10.0411
ITA,Thiene,2010,\N,\N,29.0,45.716111,11.472222
ITA,Tolmezzo,2010,\N,\N,20.0,46.401944,13.011111
ITA,Torviscosa,2010,\N,\N,17.0,45.819443,13.275
ITA,Trivero,2010,\N,\N,20.0,45.653336,8.188611
ITA,Turano lodigiano,2010,27.0,\N,31.0,45.25111,9.622222
ITA,Valdagno,2010,\N,\N,23.0,45.639167,11.305278
ITA,Varenna,2013,\N,\N,22.0,46.0158,9.2861
ITA,Varenna,2014,\N,\N,23.0,46.0158,9.2861
ITA,Varenna,2015,\N,\N,18.0,46.0158,9.2861
ITA,Varenna,2016,\N,\N,19.0,46.0158,9.2861
ITA,Varenna,2017,\N,\N,17.0,46.0158,9.2861
ITA,Varenna,2018,\N,\N,16.0,46.0158,9.2861
ITA,Varenna,2019,\N,\N,15.0,46.0158,9.2861
ITA,Varenna,2020,\N,\N,15.0,46.0158,9.2861
ITA,Varenna,2021,\N,\N,15.0,46.0158,9.2861
ITA,Vastogirardi,2013,\N,\N,5.0,41.759444,14.208889
ITA,Velturno,2013,\N,\N,60.0,46.67917,11.62111
ITA,Viadana,2016,\N,\N,23.0,44.9247,10.5172
ITA,Viadana,2017,\N,\N,33.0,44.9247,10.5172
ITA,Viadana,2018,\N,\N,27.0,44.9247,10.5172
ITA,Viadana,2019,\N,\N,25.0,44.9247,10.5172
ITA,Viadana,2020,\N,\N,23.0,44.9247,10.5172
ITA,Viadana,2021,\N,\N,25.0,44.9247,10.5172
ITA,Villa Caldari,2017,\N,\N,7.0,42.2931,14.3558
ITA,Villa Caldari,2018,\N,\N,4.0,42.2931,14.3558
ITA,Villa Caldari,2019,\N,\N,9.0,42.2931,14.3558
ITA,Villa Caldari,2020,\N,\N,7.0,42.2931,14.3558
ITA,Villa Caldari,2021,\N,\N,7.0,42.2931,14.3558
ITA,Villafranca di verona,2010,\N,\N,39.0,45.367778,10.866111
ITA,Vinovo,2010,\N,\N,35.0,44.961113,7.636111
ITA,Vinovo,2013,\N,\N,31.0,44.9513,7.6362
ITA,Vinovo,2014,\N,\N,30.0,44.9513,7.6362
ITA,Vinovo,2015,\N,\N,43.0,44.9513,7.6362
ITA,Vinovo,2016,\N,\N,33.0,44.9513,7.6362
ITA,Vinovo,2017,\N,\N,35.0,44.9513,7.6362
ITA,Vinovo,2018,\N,\N,26.0,44.9513,7.6362
ITA,Vinovo,2019,\N,\N,28.0,44.9513,7.6362
ITA,Vinovo,2020,\N,\N,21.0,44.9513,7.6362
ITA,Vinovo,2021,\N,\N,25.0,44.9513,7.6362
ITA,Vittorio veneto,2010,\N,\N,37.0,45.978333,12.3075
ITA,Voltana,2013,24.0,\N,15.0,44.5265,11.9814
ITA,Voltana,2014,20.0,\N,14.0,44.5265,11.9814
ITA,Voltana,2015,18.0,\N,17.0,44.5265,11.9814
ITA,Voltana,2016,15.0,\N,14.0,44.5265,11.9814
ITA,Voltana,2017,19.0,\N,17.0,44.5265,11.9814
ITA,Voltana,2018,16.0,\N,13.0,44.5265,11.9814
ITA,Voltana,2019,17.0,\N,13.0,44.5265,11.9814
ITA,Voltana,2020,18.0,\N,13.0,44.5265,11.9814
ITA,Voltana,2021,15.0,\N,13.0,44.5265,11.9814
ITA,Zermeghedo,2021,\N,\N,25.0,45.4784,11.3782
JAM,Kingston,2021,8.0,\N,20.0,17.9712148,-76.7928128
JAM,Montego Bay,2019,17.0,\N,\N,18.4724603,-77.9217357
JAM,Montego Bay,2020,14.0,\N,\N,18.4724603,-77.9217357
JAM,Montego Bay,2021,15.0,\N,\N,18.4724603,-77.9217357
JPN,Chiba,2010,11.0,\N,\N,35.6089318,140.1246365
JPN,Chiyoda city,2011,18.0,\N,\N,35.6940027,139.7535951
JPN,Fukuoka,2010,16.0,\N,\N,33.5892157,130.3928134
JPN,Fukuoka city,2011,21.0,\N,\N,33.590393,130.401695
JPN,Fukuoka city,2012,19.0,\N,\N,33.61173725,130.3817368
JPN,Fukuoka city,2014,18.0,\N,22.0,33.61423611,130.3800694
JPN,Fukuoka city,2018,14.0,\N,20.0,33.61423611,130.3800694
JPN,Fukuoka city,2019,13.0,\N,18.0,33.61423611,130.3800694
JPN,Gifu city,2012,14.0,\N,\N,35.40083313,136.758194
JPN,Gifu city,2014,14.0,\N,20.0,35.40416667,136.7551389
JPN,Gifu city,2018,11.0,\N,17.0,35.40416667,136.7551389
JPN,Gifu city,2019,9.0,\N,16.0,35.40416667,136.7551389
JPN,Hachioji city,2012,13.0,\N,\N,35.63388824,139.3158264
JPN,Hachioji city,2014,13.0,\N,25.0,35.63569444,139.3148611
JPN,Hachioji city,2018,11.0,\N,20.0,35.63569444,139.3148611
JPN,Hachioji city,2019,9.0,\N,18.0,35.63569444,139.3148611
JPN,Hamamatsu,2010,9.0,\N,\N,34.7108955,137.7259397
JPN,Hiroshima,2010,11.0,\N,\N,34.3799787,132.4690333
JPN,Kagoshima city,2012,18.0,\N,\N,31.55875015,130.5374985
JPN,Kagoshima city,2014,19.0,\N,77.0,31.55875,130.5375
JPN,Kagoshima city,2018,15.0,\N,15.0,31.55875,130.5375
JPN,Kagoshima city,2019,14.0,\N,15.0,31.55875,130.5375
JPN,Kawasaki,2010,10.0,\N,\N,35.529667,139.7038482
JPN,Kitakyushu,2010,7.0,\N,\N,33.9411384,130.9596629
JPN,Kobe,2010,11.0,\N,\N,34.7202277,135.265455
JPN,Kyoto city,2011,13.0,\N,\N,35.011636,135.768029
JPN,Kyoto city,2012,15.0,\N,\N,34.98194377,135.772405
JPN,Kyoto city,2014,14.0,\N,23.0,34.98527778,135.7696296
JPN,Kyoto city,2018,11.0,\N,21.0,34.96314815,135.7828704
JPN,Kyoto city,2019,11.0,\N,20.0,34.97194444,135.7706944
JPN,Nagoya,2010,11.0,\N,\N,35.1664864,136.9464336
JPN,Nagoya,2011,15.0,\N,\N,35.1664864,136.9464336
JPN,Nagoya city,2012,16.0,\N,\N,35.12138844,136.8946533
JPN,Nagoya city,2014,16.0,\N,30.0,35.12472222,136.8915972
JPN,Nagoya city,2018,11.0,\N,25.0,35.12472222,136.8915972
JPN,Nagoya city,2019,10.0,\N,24.0,35.12472222,136.8915972
JPN,Niigata,2010,10.0,\N,\N,37.9162433,139.2185883
JPN,Niigata city,2012,13.0,\N,\N,37.90250015,139.0924988
JPN,Niigata city,2014,12.0,\N,14.0,37.90402778,139.0908333
JPN,Niigata city,2018,10.0,\N,11.0,37.90402778,139.0908333
JPN,Niigata city,2019,8.0,\N,10.0,37.90402778,139.0908333
JPN,Okayama,2010,11.0,\N,\N,34.65534,133.9198129
JPN,Okayama city,2012,16.0,\N,\N,34.64069366,133.9820786
JPN,Okayama city,2014,17.0,\N,18.0,34.64402778,133.9793056
JPN,Okayama city,2018,15.0,\N,16.0,34.64402778,133.9793056
JPN,Okayama city,2019,14.0,\N,15.0,34.64402778,133.9793056
JPN,Okinawa city,2012,15.0,\N,\N,26.35888863,127.8138885
JPN,Okinawa city,2014,17.0,\N,9.0,26.34777778,127.8194444
JPN,Okinawa city,2018,7.0,\N,8.0,26.34777778,127.8194444
JPN,Okinawa city,2019,6.0,\N,8.0,26.34777778,127.8194444
JPN,Osaka city,2012,17.0,\N,\N,34.66233292,135.4772247
JPN,Osaka city,2014,17.0,\N,40.0,34.66555556,135.4745556
JPN,Osaka city,2018,14.0,\N,36.0,34.66555556,135.4745556
JPN,Osaka city,2019,12.0,\N,34.0,34.66555556,135.4745556
JPN,Sagamihara,2010,10.0,\N,\N,35.5714621,139.3731765
JPN,Saitama,2010,11.0,\N,\N,35.8616514,139.645435
JPN,Saitama,2011,17.0,\N,\N,35.8616336,139.6455522
JPN,Sapporo,2010,14.0,\N,\N,43.0908503,141.3408314
JPN,Sapporo city,2012,10.0,\N,\N,43.11777878,141.3286057
JPN,Sapporo city,2014,10.0,\N,\N,43.11708333,141.3286111
JPN,Sapporo city,2018,7.0,\N,15.0,43.11708333,141.3286111
JPN,Sapporo city,2019,7.0,\N,16.0,43.11708333,141.3286111
JPN,Sendai,2010,7.0,\N,\N,38.2690761,140.8704029
JPN,Sendai city,2012,12.0,\N,\N,38.29833221,140.9477844
JPN,Sendai city,2014,12.0,\N,19.0,38.25972222,140.8986111
JPN,Sendai city,2018,10.0,\N,17.0,38.25972222,140.8986111
JPN,Sendai city,2019,7.0,\N,15.0,38.25972222,140.8986111
JPN,Shizuoka city,2012,12.0,\N,\N,34.99256992,138.398056
JPN,Shizuoka city,2014,12.0,\N,17.0,34.99229167,138.3979861
JPN,Shizuoka city,2018,10.0,\N,13.0,34.99229167,138.3979861
JPN,Shizuoka city,2019,9.0,\N,12.0,34.99229167,138.3979861
JPN,Tokyo,2012,15.0,\N,\N,35.69371902,139.74307
JPN,Tokyo,2014,17.0,\N,37.0,35.69649691,139.740108
JPN,Tokyo,2018,13.0,\N,30.0,35.69936632,139.7356771
JPN,Tokyo,2019,11.0,\N,29.0,35.69649691,139.740108
JPN,Yokohama city,2012,15.0,\N,\N,35.45990753,139.6439819
JPN,Yokohama city,2014,16.0,\N,35.0,35.44427778,139.6190555
JPN,Yokohama city,2018,13.0,\N,31.0,35.43981481,139.5973148
JPN,Yokohama city,2019,11.0,\N,30.0,35.43981481,139.5973148
JPN,(national aggregate),2010,11.0,\N,\N,34.670002,135.5412678
JOR,Al-karak,2015,19.0,\N,\N,31.161256,35.759296
JOR,Amman,2021,29.0,\N,22.0,31.957669,35.91995471
JOR,Irbid,2021,22.0,\N,17.0,32.546894,35.85445
JOR,Zarqa,2021,30.0,\N,18.0,32.05190643,36.0956276
KAZ,Astana,2018,32.0,\N,\N,51.127645,71.46861
KAZ,Astana,2019,22.0,\N,\N,51.12529,71.46722
KEN,Nairobi,2021,13.0,\N,\N,-1.234149,36.810791
