country_code,country,city,aqi_value,co_aqi_value,ozone_aqi_value,no2_aqi_value,pm25_aqi_value,lat,lng
USA,United States of America,Niagara Falls,42,1,28,5,42,43.0921,-79.0147
MLI,Mali,Mopti,96,1,17,1,96,14.49,-4.18
DEU,Germany,Saarwellingen,65,1,54,0,65,49.3542,6.805
ITA,Italy,Maddaloni,69,1,69,0,56,41.0333,14.3833
GNQ,Equatorial Guinea,Malabo,32,1,22,0,32,3.75,8.7833
BRA,Brazil,Conchal,62,1,24,1,62,-22.33,-47.1728
USA,United States of America,Corona,93,3,20,19,93,33.8616,-117.5649
AUS,Australia,Cranbourne,50,1,7,17,50,-38.0996,145.2834
BRA,Brazil,Cunha,38,1,23,0,38,-23.0744,-44.9597
BRA,Brazil,Currais Novos,24,0,24,0,19,-6.2608,-36.515
FRA,France,Ploufragan,48,1,37,2,48,48.4894,-2.7958
USA,United States of America,Prattville,50,2,50,4,47,32.4597,-86.4573
ARG,Argentina,Rafaela,24,0,24,0,9,-31.2667,-61.4833
ITA,Italy,San Severino Marche,71,1,50,0,71,43.2289,13.1771
PER,Peru,Saposoa,39,1,6,0,39,-6.9364,-76.7718
RUS,Russian Federation,Chelyabinsk,33,1,33,1,22,55.15,61.4
USA,United States of America,Christiansburg,59,2,33,5,59,37.1406,-80.4036
GBR,United Kingdom of Great Britain and Northern Ireland,Cramlington,49,1,22,8,49,55.082,-1.585
IND,India,Curti,83,0,22,0,83,15.4167,74.0167
IND,India,Ahmadpur,172,2,39,2,172,23.8301,87.6866
USA,United States of America,Algonquin,52,1,32,3,52,42.1629,-88.3159
ARG,Argentina,Alta Gracia,34,1,34,1,28,-31.6667,-64.4333
TUR,Turkey,Ankara,44,1,44,0,36,39.93,32.85
IND,India,Ankola,45,1,19,1,45,14.6605,74.3047
BRA,Brazil,Aracruz,50,0,28,0,50,-19.82,-40.2728
BRA,Brazil,Areado,44,1,22,0,44,-21.3589,-46.1458
DEU,Germany,Eschweiler,52,1,36,2,52,50.8167,6.2833
DEU,Germany,Ettlingen,45,1,34,4,45,48.9333,8.4
USA,United States of America,Eunice,70,1,19,3,70,30.4904,-92.4191
CHN,China,Ezhou,187,4,187,3,147,30.3972,114.8842
DEU,Germany,Damme,34,0,34,1,16,52.5208,8.1986
DEU,Germany,Damme,34,0,34,1,16,51.25,3.2833
IND,India,Gadag,58,0,23,0,58,15.4167,75.6167
GBR,United Kingdom of Great Britain and Northern Ireland,Gateshead,54,1,17,11,54,54.95,-1.6
CHE,Switzerland,Geneva,128,1,28,2,128,46.2017,6.1469
CHE,Switzerland,Geneva,128,1,28,2,128,41.8833,-88.3242
CHE,Switzerland,Geneva,128,1,28,2,128,42.8645,-76.9826
ZAF,South Africa,East London,54,2,18,3,54,-33.0175,27.9047
USA,United States of America,Elfers,62,1,27,7,62,28.214,-82.723
DEU,Germany,Emden,33,0,33,0,15,53.3669,7.2061
ZAF,South Africa,Bethal,63,1,16,10,63,-26.45,29.45
PAK,Pakistan,Bhakkar,183,2,122,0,183,31.6278,71.0625
MYS,Malaysia,Bintulu,51,1,12,0,51,3.17,113.03
AUT,Austria,Bludenz,35,1,29,1,35,47.1533,9.8219
USA,United States of America,Blue Island,38,2,35,7,38,41.6578,-87.6811
BEL,Belgium,Bornem,40,1,28,4,40,51.1,4.2333
USA,United States of America,Bourne,38,1,33,5,38,52.7684,-0.3775
USA,United States of America,Bourne,38,1,33,5,38,41.7233,-70.5816
DEU,Germany,Braunfels,65,1,33,3,65,50.5167,8.3833
ESP,Spain,Aspe,28,1,28,1,25,38.3456,-0.7689
FRA,France,Aubagne,145,1,25,13,145,43.2908,5.5708
NER,Niger,Ayorou,87,1,20,1,87,14.735,0.92
DEU,Germany,Bad Berleburg,53,1,34,2,53,51.0497,8.4
GMB,Gambia,Bakau,155,1,20,1,155,13.4833,-16.6833
THA,Thailand,Bang Khla,57,1,24,1,57,13.7268,101.2105
BRA,Brazil,Barreirinha,25,0,6,0,25,-2.8025,-57.0686
HUN,Hungary,Budapest,81,1,37,2,81,47.4925,19.0514
SRB,Serbia,Bujanovac,44,1,34,0,44,42.4667,21.7667
MDA,Republic of Moldova,Cahul,36,1,36,0,21,45.9167,28.1836
CUB,Cuba,Calimete,50,1,18,2,50,22.5339,-80.9097
IND,India,Chandannagar,173,5,117,6,173,22.8671,88.3674
USA,United States of America,Ensley,51,2,47,4,51,30.5259,-87.2733
MDG,Madagascar,Farafangana,42,1,19,0,42,-22.8167,47.8167
DEU,Germany,Feucht,64,1,51,0,64,49.3758,11.2131
ITA,Italy,Fidenza,70,1,63,0,70,44.8667,10.0667
ESP,Spain,Fraga,38,1,38,0,37,41.52,0.35
DEU,Germany,Frankenberg,55,1,47,0,55,51.0589,8.7967
DEU,Germany,Frankenberg,55,1,47,0,55,50.9108,13.0378
MLI,Mali,Gao,162,1,45,0,162,16.2667,-0.05
AUS,Australia,Gawler,24,0,11,11,24,-34.5981,138.745
COL,Colombia,Marsella,95,2,16,3,95,4.9167,-75.75
USA,United States of America,Mason,46,1,46,1,41,39.3571,-84.3023
USA,United States of America,Mesquite,66,2,31,5,66,32.7602,-96.5865
USA,United States of America,Mesquite,66,2,31,5,66,36.8032,-114.133
USA,United States of America,Moss Point,48,1,44,2,48,30.4241,-88.5289
RUS,Russian Federation,Nakhodka,80,2,44,2,80,42.8167,132.8833
RUS,Russian Federation,Nakhodka,80,2,44,2,80,67.7206,77.6617
USA,United States of America,West Chicago,51,1,34,3,51,41.896,-88.2253
USA,United States of America,West Memphis,74,1,60,2,74,35.153,-90.1996
BEL,Belgium,Willebroek,50,1,38,2,50,51.0667,4.3667
DEU,Germany,Wolnzach,66,1,58,0,66,48.6,11.6167
ESP,Spain,Villacarrillo,40,1,40,0,14,38.1,-3.0833
AUT,Austria,Villach,64,1,39,0,64,46.6167,13.8333
USA,United States of America,Waco,35,1,27,2,35,31.5599,-97.1882
DEU,Germany,Warburg,53,1,44,0,53,51.5,9.1697
CHE,Switzerland,Gland,33,1,28,1,33,46.42,6.27
RUS,Russian Federation,Golitsyno,61,1,27,9,61,55.6147,36.9872
IND,India,Hole Narsipur,37,0,24,0,37,12.7863,76.2433
CHN,China,Huaiyin,193,5,193,5,155,33.5819,119.028
USA,United States of America,Huntersville,62,2,25,11,62,35.406,-80.8716
FIN,Finland,Ylivieska,39,1,39,0,15,64.075,24.5333
UGA,Uganda,Yumbe,45,1,17,0,45,3.465,31.245
BEL,Belgium,Zele,36,1,27,3,36,51.0667,4.0333
DEU,Germany,Zerbst,38,1,38,0,27,51.9681,12.0844
RUS,Russian Federation,Zlatoust,33,1,33,0,33,55.1667,59.6667
DEU,Germany,Usingen,33,1,33,3,33,50.3344,8.5375
GBR,United Kingdom of Great Britain and Northern Ireland,Wickford,29,0,29,3,23,51.6114,0.5207
USA,United States of America,Wildwood,49,1,30,10,49,38.58,-90.6698
USA,United States of America,Wildwood,49,1,30,10,49,28.7752,-82.0075
USA,United States of America,Willingboro,62,1,45,4,62,40.028,-74.8882
BRA,Brazil,Xaxim,26,1,11,1,26,-26.9619,-52.535
NLD,Netherlands,Vlagtwedde,30,1,30,3,28,52.95,7.15
UGA,Uganda,Wakiso,95,4,16,2,95,0.3981,32.4781
USA,United States of America,Waynesboro,65,2,22,6,65,38.0674,-78.9014
USA,United States of America,Waynesboro,65,2,22,6,65,39.7524,-77.5822
ITA,Italy,Frascati,48,1,48,2,29,41.8167,12.6833
USA,United States of America,Livermore,54,1,18,13,54,37.6868,-121.7607
BRA,Brazil,Loanda,17,0,17,1,16,-22.9228,-53.1369
THA,Thailand,Loei,44,0,22,0,44,17.4853,101.7303
RUS,Russian Federation,Khilok,33,1,30,0,33,51.35,110.45
ZAF,South Africa,Komatipoort,89,3,14,2,89,-25.4333,31.95
IND,India,Kondapalle,147,1,42,0,147,16.6167,80.5333
USA,United States of America,Joplin,71,1,26,4,71,37.0757,-94.5018
CUB,Cuba,Jovellanos,82,1,19,1,82,22.8106,-81.1981
USA,United States of America,Darien,81,2,8,29,81,41.7448,-87.9822
USA,United States of America,Darien,81,2,8,29,81,41.0798,-73.4824
IND,India,Dhekiajuli,89,2,44,1,89,26.7037,92.4781
CHN,China,Dingzhou,197,5,197,6,159,38.5158,114.9845
USA,United States of America,Dolton,81,2,10,29,81,41.6284,-87.5979
NAM,Namibia,Keetmanshoop,123,0,18,0,123,-26.5786,18.1333
USA,United States of America,Kennebunk,45,1,41,3,45,43.3972,-70.5707
NLD,Netherlands,Doorn,38,1,29,4,38,52.0333,5.35
FRA,France,Eaubonne,51,1,20,5,51,48.9922,2.2806
DEU,Germany,Ennigerloh,35,1,35,2,25,51.8367,8.0256
GTM,Guatemala,Esquipulas,68,3,3,6,68,14.6167,-89.2
GTM,Guatemala,Esquipulas,68,3,3,6,68,12.6639,-85.7881
USA,United States of America,Farmington Hills,49,1,29,6,49,42.486,-83.3771
SEN,Senegal,Koungheul,140,1,19,1,140,13.9833,-14.8
RUS,Russian Federation,Krasnouralsk,25,1,25,0,20,58.35,60.05
DEU,Germany,Kyritz,39,0,39,0,21,52.95,12.4
PAN,Panama,La Chorrera,65,1,20,4,65,8.8792,-79.7822
ITA,Italy,La Spezia,59,1,41,1,59,44.1,9.8167
CUB,Cuba,Mariel,60,1,24,2,60,22.9936,-82.7539
USA,United States of America,Markham,75,2,14,25,75,43.8767,-79.2633
USA,United States of America,Markham,75,2,14,25,75,41.6,-87.6904
USA,United States of America,Prospect Heights,83,3,6,30,83,42.1039,-87.9267
BRA,Brazil,Santa Barbara,91,3,2,6,91,34.4285,-119.7202
BRA,Brazil,Santa Barbara,91,3,2,6,91,16.0031,120.4008
BRA,Brazil,Santa Barbara,91,3,2,6,91,10.8231,122.5344
DEU,Germany,Seelze,37,1,37,1,23,52.3961,9.5981
BRA,Brazil,Miguel Pereira,154,5,10,18,154,-22.4539,-43.4689
JPN,Japan,Miki,45,1,35,3,45,34.7936,134.9931
JPN,Japan,Miki,45,1,35,3,45,34.2682,134.1344
ESP,Spain,Montilla,34,1,28,3,34,37.5833,-4.6333
MDG,Madagascar,Moramanga,21,0,21,0,10,-18.9469,48.2303
IND,India,Shillong,101,2,42,0,101,25.5744,91.8789
USA,United States of America,Southbridge,54,1,48,2,54,42.0604,-72.0338
ZAF,South Africa,Soweto,185,36,10,22,185,-26.2678,27.8585
CHE,Switzerland,Spiez,32,0,32,0,20,46.6833,7.6667
RUS,Russian Federation,Sredneuralsk,32,1,32,1,29,56.9833,60.4667
DEU,Germany,Straubing,29,0,29,1,24,48.8833,12.5667
DEU,Germany,Rostock,37,0,37,0,20,54.0833,12.1333
FIN,Finland,Salo,34,0,34,1,20,60.3861,23.125
AUS,Australia,Nerang,36,1,17,7,36,-27.9956,153.322
GHA,Ghana,Nkawkaw,79,1,19,0,79,6.55,-0.7667
IND,India,Mundra,153,0,26,0,153,22.85,69.73
RWA,Rwanda,Nyanza,63,5,21,2,63,-2.35,29.7333
USA,United States of America,Oakland,52,1,24,9,52,37.7904,-122.2166
USA,United States of America,Oakland,52,1,24,9,52,41.0313,-74.2408
USA,United States of America,Oakland,52,1,24,9,52,35.2256,-89.5372
IND,India,Ratangarh,500,0,37,0,471,28.0787,74.6219
IND,India,Ratangarh,500,0,37,0,471,24.8167,75.1167
DEU,Germany,Rellingen,33,1,33,2,25,53.65,9.8167
NLD,Netherlands,Renkum,36,1,31,3,36,51.9833,5.85
DEU,Germany,Telgte,35,1,35,2,25,51.9819,7.7856
MEX,Mexico,Temixco,119,3,1,15,119,18.85,-99.2333
ITA,Italy,Termoli,51,1,51,0,34,42.0,14.9833
RUS,Russian Federation,Syktyvkar,30,1,30,0,10,61.6667,50.8167
IND,India,Taki,170,3,96,2,170,34.4961,136.5462
JPN,Japan,Toyota,57,1,52,2,57,35.0824,137.1563
USA,United States of America,Tullahoma,39,1,19,6,39,35.3721,-86.2172
SWE,Sweden,Uddevalla,37,0,37,1,18,58.35,11.9167
MDG,Madagascar,Toamasina,24,0,24,0,10,-18.15,49.4167
DEU,Germany,Erlangen,44,1,35,2,44,49.5833,11.0167
MEX,Mexico,Escuinapa,51,1,18,1,51,22.9822,-105.7031
PHL,Philippines,Estancia,51,1,23,0,51,11.45,123.15
USA,United States of America,Evanston,61,2,26,18,61,42.0464,-87.6943
USA,United States of America,Evanston,61,2,26,18,61,41.2602,-110.9646
ESP,Spain,Felanitx,66,1,66,1,28,39.4692,3.1481
FRA,France,Forbach,52,1,27,3,52,49.19,6.9
DEU,Germany,Hirschaid,46,1,34,2,46,49.8167,10.9833
USA,United States of America,Holiday,58,1,22,8,58,28.1864,-82.7429
MNG,Mongolia,Hovd,100,0,34,0,100,48.0042,91.6406
BRA,Brazil,Igarassu,27,0,23,1,27,-7.8342,-34.9064
FRA,France,Albert,51,1,22,4,51,50.0019,2.6522
RUS,Russian Federation,Angarsk,49,1,49,1,23,52.55,103.9
BRA,Brazil,Araguatins,37,1,8,0,37,-5.6508,-48.1239
ITA,Italy,Ariano Irpino,41,1,41,3,36,41.1528,15.0889
AUS,Australia,Armidale,26,0,26,0,3,-30.5,151.65
RUS,Russian Federation,Atkarsk,36,1,36,0,35,51.8667,45.0
MEX,Mexico,Atlautla,243,5,1,20,243,19.0,-98.7167
FRA,France,Aubenas,37,1,26,2,37,44.6197,4.3903
BRA,Brazil,Baependi,43,1,11,2,43,-21.9589,-44.89
ITA,Italy,Barrafranca,57,2,33,4,57,37.3667,14.2
DOM,Dominican Republic,Bayaguana,129,4,2,17,129,18.75,-69.6333
ESP,Spain,Benavente,28,1,28,2,16,38.9667,-8.8
ESP,Spain,Benavente,28,1,28,2,16,42.0031,-5.6742
BRA,Brazil,Bezerros,45,1,13,3,45,-8.2333,-35.75
POL,Poland,Bielsk Podlaski,37,0,37,0,32,52.7667,23.2
BEL,Belgium,Boom,41,1,28,4,41,51.0833,4.3667
NLD,Netherlands,Boxmeer,38,0,31,2,38,51.65,5.95
USA,United States of America,Boynton Beach,52,1,14,9,52,26.5281,-80.0811
USA,United States of America,Broomall,60,2,16,18,60,39.9688,-75.354
TZA,United Republic of Tanzania,Bukoba,37,1,18,0,37,-1.3333,31.8167
POL,Poland,Bukowno,99,2,28,6,99,50.2681,19.4631
ITA,Italy,Carmiano,56,1,56,1,16,40.3458,18.0458
GBR,United Kingdom of Great Britain and Northern Ireland,Castleford,29,0,29,3,25,53.716,-1.356
USA,United States of America,Central Islip,60,2,14,23,60,40.7836,-73.1945
RUS,Russian Federation,Volgorechensk,58,1,22,8,58,57.4439,41.1592
USA,United States of America,Welby,77,2,5,16,77,39.8403,-104.9655
USA,United States of America,West Chester,55,2,18,17,55,39.9601,-75.6058
DEU,Germany,Witzenhausen,46,1,27,3,46,51.3422,9.8578
JPN,Japan,Yonezawa,38,1,38,1,11,37.9222,140.1168
URY,Uruguay,Young,11,0,11,1,11,-32.7,-57.6333
URY,Uruguay,Young,11,0,11,1,11,-34.3,148.3
POL,Poland,Zabrze,113,2,22,12,113,50.3025,18.7781
MEX,Mexico,Zimapan,69,1,22,7,69,20.7333,-99.3833
THA,Thailand,Tha Bo,46,0,25,0,46,17.8494,102.5858
BRA,Brazil,Timon,67,2,4,4,67,-5.0939,-42.8369
JPN,Japan,Tokoname,44,1,44,1,19,34.8865,136.8323
COL,Colombia,Toro,87,3,2,7,87,4.6117,-76.0814
COL,Colombia,Toro,87,3,2,7,87,41.52,-5.3947
ECU,Ecuador,Tosagua,28,1,20,1,28,-0.78,-80.26
JPN,Japan,Toyonaka,43,1,43,1,17,34.7833,135.4667
USA,United States of America,Twin Falls,27,1,27,2,16,42.5645,-114.4613
DEU,Germany,Uetersen,33,0,33,1,30,53.6872,9.6692
MNE,Montenegro,Ulcinj,52,1,43,0,52,41.92,19.2
USA,United States of America,University City,89,2,10,20,89,38.6657,-90.3315
ARG,Argentina,Ushuaia,13,0,13,0,0,-54.8019,-68.3031
USA,United States of America,Vestavia Hills,71,1,13,10,71,33.4518,-86.7437
MEX,Mexico,Vicente Guerrero,36,1,36,0,13,23.75,-103.9833
MEX,Mexico,Vicente Guerrero,36,1,36,0,13,30.7264,-115.9903
USA,United States of America,Vidalia,46,1,32,2,46,32.2125,-82.4019
ITA,Italy,Altavilla Vicentina,63,1,30,5,63,45.5167,11.45
USA,United States of America,Alvin,30,0,22,4,30,29.3872,-95.2938
GBR,United Kingdom of Great Britain and Northern Ireland,Amersham,34,1,12,9,34,51.677,-0.603
MDG,Madagascar,Amparafaravola,22,0,22,0,10,-17.5833,48.2167
MEX,Mexico,Anenecuilco,91,2,8,10,91,18.7781,-98.985
CHN,China,Anlu,178,4,178,2,142,31.2575,113.6783
DEU,Germany,Apolda,32,0,28,2,32,51.0167,11.5167
PRT,Portugal,Arcozelo,36,1,24,4,36,41.0555,-8.6395
ISR,Israel,Ashqelon,65,1,46,3,65,31.6667,34.5667
ESP,Spain,Ayamonte,31,0,31,1,14,37.2,-7.4
COL,Colombia,Chivolo,68,2,9,6,68,10.0261,-74.6211
ITA,Italy,Crema,97,1,34,6,97,45.3667,9.6833
TZA,United Republic of Tanzania,Tabora,17,0,16,0,17,-5.0167,32.8
USA,United States of America,Talladega,111,3,10,15,111,33.4333,-86.0986
DEU,Germany,Friedland,46,1,28,2,46,51.4167,9.9333
TUR,Turkey,Hakkari,87,0,37,0,87,37.577,43.739
IND,India,Mungeli,160,1,44,0,160,22.07,81.68
USA,United States of America,Murrieta,70,2,4,20,70,33.5719,-117.1909
OMN,Oman,Muscat,155,2,155,5,139,23.6139,58.5922
JPN,Japan,Nagareyama,68,1,68,3,31,35.8563,139.9029
DEU,Germany,Neuenrade,29,0,27,1,29,51.2839,7.78
TZA,United Republic of Tanzania,Ngudu,29,0,13,0,29,-2.9667,33.3333
UKR,Ukraine,Nizhyn,60,1,27,1,60,51.0474,31.8805
CAF,Central African Republic,Nola,78,3,8,0,78,3.5333,16.0667
CAF,Central African Republic,Nola,78,3,8,0,78,40.9333,14.5333
USA,United States of America,North Lauderdale,54,1,12,13,54,26.2113,-80.2209
USA,United States of America,North Little Rock,56,1,26,4,56,34.7807,-92.2371
USA,United States of America,Northborough,49,1,34,4,49,42.3231,-71.6462
CHE,Switzerland,Oftringen,42,1,21,3,42,47.3167,7.9167
IDN,Indonesia,Langsa,72,1,38,0,72,4.48,97.9633
RUS,Russian Federation,Lgov,54,1,34,0,54,51.6667,35.2667
AUT,Austria,Lienz,50,1,28,1,50,46.8297,12.7697
CHN,China,Linhai,161,3,161,1,116,28.8523,121.1409
DEU,Germany,Ludwigsburg,31,1,27,2,31,48.8975,9.1922
PRY,Paraguay,Luque,36,1,19,1,36,-25.27,-57.4872
IND,India,Madukkarai,60,0,24,1,60,10.9057,76.9634
IND,India,Talwandi Bhai,198,2,160,1,198,30.8558,74.9298
BRA,Brazil,Tapejara,18,0,18,0,14,-28.0678,-52.0139
BRA,Brazil,Tapejara,18,0,18,0,14,-23.7328,-52.8728
MEX,Mexico,Tequixquiac,156,2,12,10,156,19.9097,-99.1417
BWA,Botswana,Thamaga,59,1,16,0,59,-24.7167,25.5333
MMR,Myanmar,Thaton,54,0,22,0,54,16.9333,97.3667
JPN,Japan,Tonami,45,1,45,0,27,36.6475,136.9622
SWE,Sweden,Mariestad,29,1,25,1,29,58.7,13.8167
ZMB,Zambia,Mbala,22,0,15,0,22,-8.8333,31.3833
RUS,Russian Federation,Mednogorsk,35,1,35,0,22,51.4222,57.5953
USA,United States of America,Mendota Heights,53,1,39,4,53,44.8815,-93.14
ITA,Italy,Montescaglioso,54,1,39,2,54,40.55,16.6667
COD,Democratic Republic of the Congo,Tshikapa,392,23,37,18,392,-6.4167,20.8
USA,United States of America,Tuscaloosa,66,1,21,2,66,33.2348,-87.5268
USA,United States of America,Twentynine Palms,36,1,27,4,36,34.1478,-116.0659
RUS,Russian Federation,Uray,33,1,33,0,22,60.1333,64.8
FRA,France,Vauvert,42,1,32,1,42,43.6933,4.2761
BEL,Belgium,Veurne,31,0,31,1,30,51.0722,2.6622
RUS,Russian Federation,Chaykovskiy,26,1,26,0,13,56.7667,54.15
IND,India,Chidambaram,82,1,41,1,82,11.407,79.6912
GTM,Guatemala,Chiquimulilla,90,4,2,11,90,14.0858,-90.3822
USA,United States of America,Clearwater,56,1,46,4,56,27.979,-82.7623
USA,United States of America,Rancho Cucamonga,83,2,28,17,83,34.1247,-117.5667
POL,Poland,Rawicz,36,1,18,4,36,51.6092,16.8575
USA,United States of America,Asheboro,60,2,29,7,60,35.7158,-79.8127
DEU,Germany,Bad Lippspringe,36,1,36,1,27,51.7833,8.8167
USA,United States of America,Bellmore,73,2,39,11,73,40.6569,-73.5285
BRA,Brazil,Benevides,55,1,9,2,55,-1.3608,-48.245
DEU,Germany,Bissendorf,36,1,36,2,24,52.2333,8.1667
GBR,United Kingdom of Great Britain and Northern Ireland,Bletchley,28,0,28,1,25,51.994,-0.732
USA,United States of America,Brecksville,48,1,31,8,48,41.3079,-81.6192
NGA,Nigeria,Calabar,69,3,22,2,69,4.9767,8.3383
BRA,Brazil,Campo Bom,52,1,15,4,52,-29.6789,-51.0528
BRA,Brazil,Cariacica,50,1,10,3,50,-20.2639,-40.42
COL,Colombia,Aguazul,44,1,2,2,44,5.1731,-72.5547
DEU,Germany,Aichach,30,0,30,1,29,48.45,11.1333
CHN,China,Aksu,154,1,46,0,154,41.185,80.2904
TUR,Turkey,Aliaga,55,1,49,4,55,15.5036,120.845
CHN,China,Anda,116,3,116,1,103,46.4078,125.3252
CHN,China,Anda,116,3,116,1,103,16.2896,119.9491
CHN,China,Anda,116,3,116,1,103,9.744,124.576
MEX,Mexico,Apan,224,2,8,9,224,19.7,-98.4333
ITA,Italy,Saronno,66,1,36,4,66,45.6255,9.037
UKR,Ukraine,Sartana,37,1,37,2,35,47.1708,37.6954
IND,India,Sidlaghatta,44,0,22,1,44,13.39,77.86
IDN,Indonesia,Solok,61,1,32,0,61,-0.7883,100.6542
BEL,Belgium,Spa,30,0,25,2,30,50.4925,5.8642
SVN,Slovenia,Trbovlje,67,1,41,1,67,46.15,15.05
BRA,Brazil,Tuntum,40,1,5,1,40,-5.2578,-44.6489
HND,Honduras,Tegucigalpa,50,1,9,3,50,14.1,-87.2167
DEU,Germany,Templin,53,1,35,2,53,53.1167,13.5
NZL,New Zealand,Timaru,13,0,10,2,13,-44.3931,171.2508
CAN,Canada,Grande Prairie,34,0,34,0,27,55.1708,-118.7947
USA,United States of America,Great Bend,58,1,18,5,58,38.3593,-98.8015
USA,United States of America,Greenwood,61,1,20,3,61,39.6019,-86.1073
USA,United States of America,Greenwood,61,1,20,3,61,34.1947,-82.1542
USA,United States of America,Greenwood,61,1,20,3,61,33.5126,-90.1993
USA,United States of America,Greenwood,61,1,20,3,61,35.2134,-94.2408
ZAF,South Africa,Grahamstown,66,3,33,1,66,-33.2996,26.52
DEU,Germany,Greiz,31,0,28,1,31,50.6547,12.1997
ITA,Italy,Grottaferrata,47,1,43,4,47,41.7883,12.6717
RUS,Russian Federation,Gubakha,29,1,27,0,29,58.8706,57.5933
TZA,United Republic of Tanzania,Kilindoni,36,0,24,0,36,-7.9167,39.65
RUS,Russian Federation,Kinel,35,1,35,0,18,53.2222,50.6333
GHA,Ghana,Koforidua,106,2,14,2,106,6.0833,-0.25
JPN,Japan,Ichinoseki,40,1,40,0,22,38.9347,141.1266
USA,United States of America,Indio,61,1,32,4,61,33.7346,-116.2346
NLD,Netherlands,Valkenswaard,51,1,20,8,51,51.35,5.4667
NLD,Netherlands,Veldhoven,45,1,25,7,45,51.42,5.405
USA,United States of America,Vernon Hills,61,2,13,19,61,42.234,-87.9608
CHE,Switzerland,Versoix,62,1,30,1,62,46.2833,6.1667
ITA,Italy,Zevio,72,1,36,3,72,45.3728,11.1303
CZE,Czechia,Znojmo,77,1,37,1,77,48.8556,16.0489
ESP,Spain,Blanes,41,1,23,5,41,41.674,2.7921
GHA,Ghana,Bolgatanga,52,2,11,1,52,10.7833,-0.85
USA,United States of America,Castle Rock,67,1,13,10,67,39.3763,-104.8535
USA,United States of America,Central Falls,47,1,33,5,47,41.8901,-71.3934
USA,United States of America,Gaffney,67,2,26,10,67,35.0743,-81.6552
IND,India,Garulia,216,4,96,5,216,22.82,88.37
DEU,Germany,Geilenkirchen,35,1,22,4,35,50.9653,6.1194
FRA,France,Colmar,43,1,23,2,43,48.0817,7.3556
USA,United States of America,Cornelius,40,1,24,7,40,45.5188,-123.051
USA,United States of America,Cornelius,40,1,24,7,40,35.4724,-80.8813
GBR,United Kingdom of Great Britain and Northern Ireland,Cowdenbeath,36,1,20,8,36,56.11,-3.35
BRA,Brazil,Crato,32,0,12,1,32,-7.4639,-63.04
BRA,Brazil,Crato,32,0,12,1,32,-7.2339,-39.4089
USA,United States of America,Cabot,58,1,25,4,58,34.9766,-92.0274
USA,United States of America,Calverton,53,1,32,5,53,39.0578,-76.9488
ESP,Spain,Cambados,35,0,28,1,35,42.5,-8.8
ITA,Italy,Eraclea,48,1,48,1,40,45.5833,12.6833
USA,United States of America,Beeville,36,0,21,1,36,28.4053,-97.749
IND,India,Begamganj,154,1,37,0,154,23.5992,78.3406
RUS,Russian Federation,Belokurikha,35,1,35,0,19,51.9833,84.9833
BEL,Belgium,Berlaar,37,0,26,4,37,51.1167,4.65
IND,India,Bhatkal,72,0,23,0,72,13.9853,74.5553
HUN,Hungary,Debrecen,70,1,31,2,70,47.53,21.6392
MEX,Mexico,Degollado,42,1,8,4,42,20.4667,-102.15
TUR,Turkey,Denizli,50,1,40,1,50,37.7667,29.0833
RUS,Russian Federation,Dobryanka,42,1,25,2,42,58.4667,56.4167
CZE,Czechia,Olomouc,52,1,26,2,52,49.5939,17.2508
COL,Colombia,Orito,38,1,3,2,38,0.6661,-76.8708
IND,India,Paithan,120,1,34,0,120,19.48,75.38
FRA,France,Papeete,32,0,32,0,13,-17.5334,-149.5667
BRA,Brazil,Peabiru,13,1,9,0,13,-23.9128,-52.3428
IND,India,Peddapalli,140,1,38,0,140,18.6162,79.3832
USA,United States of America,Pendleton,30,1,22,4,30,45.6757,-118.8201
RUS,Russian Federation,Perm,44,1,25,2,44,58.0139,56.2489
FRA,France,Plaisir,31,1,29,2,31,48.8183,1.9472
USA,United States of America,Pompton Lakes,57,1,30,8,57,41.0024,-74.2859
COL,Colombia,Ponedera,95,2,11,5,95,10.65,-74.75
ITA,Italy,Pordenone,62,1,38,3,62,45.95,12.65
USA,United States of America,Port Washington,68,1,22,16,68,40.8268,-73.6765
USA,United States of America,Port Washington,68,1,22,16,68,43.3846,-87.8855
USA,United States of America,Yauco,82,0,22,0,82,18.0344,-66.8615
RUS,Russian Federation,Yefremov,50,1,30,0,50,53.15,38.1167
RUS,Russian Federation,Yeniseysk,27,1,27,0,17,58.4667,92.1333
RUS,Russian Federation,Vladimir,30,1,30,2,28,56.1286,40.4058
RUS,Russian Federation,Voronezh,52,1,28,3,52,51.6717,39.2106
RUS,Russian Federation,Voskresensk,40,1,35,5,40,55.3167,38.7
NLD,Netherlands,Waalre,28,0,28,2,28,51.4,5.4667
USA,United States of America,Wadsworth,51,1,41,2,51,41.0279,-81.7323
USA,United States of America,Wakefield,50,1,36,4,50,53.68,-1.49
USA,United States of America,Wakefield,50,1,36,4,50,42.5035,-71.0656
USA,United States of America,Wakefield,50,1,36,4,50,38.823,-77.2406
NLD,Netherlands,Woensdrecht,32,0,32,2,28,51.4167,4.3333
GBR,United Kingdom of Great Britain and Northern Ireland,Kirkintilloch,37,1,37,1,37,55.938,-4.155
UGA,Uganda,Kotido,45,1,19,0,45,3.0061,34.1125
DEU,Germany,Kronshagen,42,1,42,0,26,54.3333,10.0833
ZAF,South Africa,Kroonstad,88,2,19,4,88,-27.6456,27.2317
