country_code,country,city,aqi_value,co_aqi_value,ozone_aqi_value,no2_aqi_value,pm25_aqi_value,lat,lng
FRA,France,Orthez,43,1,43,1,34,43.4881,-0.7708
TUR,Turkey,Osmaniye,46,1,39,0,46,37.075,36.25
ECU,Ecuador,Otavalo,57,1,2,4,57,0.2303,-78.2625
RUS,Russian Federation,Otradnoye,73,1,40,5,73,59.7833,30.8167
ZAF,South Africa,Oudtshoorn,66,2,6,3,66,-33.5833,22.2
BEL,Belgium,Overijse,46,1,26,4,46,50.7833,4.5333
USA,United States of America,Owosso,42,1,33,5,42,42.9955,-84.176
NZL,New Zealand,Palmerston North,51,0,26,0,51,-40.355,175.6117
BLR,Belarus,Pastavy,35,0,35,0,32,55.1167,26.8333
USA,United States of America,Peachtree City,71,2,19,13,71,33.3942,-84.571
CHL,Chile,Penco,82,2,14,7,82,-36.7333,-72.9833
USA,United States of America,Pepperell,30,1,30,3,22,42.6713,-71.6043
CAN,Canada,Petawawa,29,1,23,1,29,45.9,-77.2833
BRA,Brazil,Pimenta Bueno,41,1,1,1,41,-11.6725,-61.1936
FIN,Finland,Pirkkala,29,0,29,1,5,61.4667,23.65
USA,United States of America,Pittsfield,31,1,31,4,31,42.4517,-73.2605
FRA,France,Poissy,62,1,19,6,62,48.9294,2.0456
ITA,Italy,Pontecorvo,41,1,41,1,31,41.4626,13.6676
ITA,Italy,Portici,50,2,36,10,50,40.8197,14.3411
NGA,Nigeria,Potiskum,85,3,20,1,85,11.7104,11.08
BRA,Brazil,Prata,32,0,14,0,32,-19.3069,-48.9239
SVN,Slovenia,Ptuj,75,1,44,2,75,46.4194,15.8694
IND,India,Pune,98,0,24,0,98,18.5203,73.8567
CRI,Costa Rica,Purral,78,2,4,13,78,9.9594,-84.0165
KAZ,Kazakhstan,Qostanay,46,1,37,0,46,53.2,63.62
DEU,Germany,Quickborn,33,0,33,1,31,53.7333,9.8972
DEU,Germany,Quierschied,52,1,29,3,52,49.3167,7.05
CHN,China,Qujing,46,1,23,2,46,25.5102,103.8029
CHN,China,Quzhou,131,3,131,1,81,28.9545,118.8763
USA,United States of America,Fort Payne,69,1,43,3,69,34.4559,-85.6965
USA,United States of America,Fostoria,43,1,37,3,43,41.16,-83.4121
USA,United States of America,Fruitville,47,1,22,12,47,27.3328,-82.4616
USA,United States of America,Gantt,71,2,28,10,71,34.7837,-82.4027
DEU,Germany,Gladbeck,27,0,27,2,26,51.5667,6.9667
ITA,Italy,Gragnano,60,1,60,2,43,40.6957,14.5154
USA,United States of America,Greensboro,60,2,22,9,60,36.0956,-79.8271
ITA,Italy,Grumo Appula,48,1,48,1,40,41.0167,16.7
ZWE,Zimbabwe,Gweru,45,0,17,0,45,-19.4614,29.8022
IND,India,Harrai,155,1,34,0,155,22.6143,79.2221
NLD,Netherlands,Heemskerk,37,0,37,0,30,52.5167,4.6667
NLD,Netherlands,Heerenveen,36,0,36,1,33,52.95,5.9333
DEU,Germany,Hemer,35,0,24,3,35,51.3833,7.7667
IND,India,Hilsa,189,2,96,1,189,25.32,85.28
CHN,China,Huzhou,154,5,154,8,144,30.8925,120.0875
RUS,Russian Federation,Inta,25,1,25,0,13,66.0833,60.1333
PHL,Philippines,Ipil,157,1,15,0,157,7.7822,122.5867
JOR,Jordan,Irbid,85,1,46,3,85,32.55,35.85
BRA,Brazil,Itamaraju,16,0,11,1,16,-17.0389,-39.5308
BRA,Brazil,Itapira,82,2,4,7,82,-22.4361,-46.8217
BRA,Brazil,Itu,156,4,3,11,156,-23.2642,-47.2992
USA,United States of America,Jacksonville,57,1,18,10,57,30.3322,-81.6749
USA,United States of America,Jacksonville,57,1,18,10,57,34.7289,-77.3941
USA,United States of America,Jacksonville,57,1,18,10,57,34.8807,-92.1304
USA,United States of America,Jacksonville,57,1,18,10,57,39.7292,-90.2317
USA,United States of America,Jacksonville,57,1,18,10,57,31.9642,-95.2617
USA,United States of America,Jacksonville,57,1,18,10,57,33.8088,-85.7545
IND,India,Jagraon,175,4,114,9,175,30.78,75.48
USA,United States of America,Janesville,61,2,21,8,61,42.6854,-89.0135
USA,United States of America,Jenison,79,3,7,19,79,42.9063,-85.8269
CHN,China,Jiayuguan,174,1,49,0,174,39.8112,98.2862
BRA,Brazil,Juatuba,152,6,0,7,152,-19.9519,-44.3428
JPN,Japan,Kakegawa,63,1,63,0,34,34.7687,137.9984
BRA,Brazil,Dourados,13,1,13,0,12,-22.2208,-54.8058
RUS,Russian Federation,Dubna,29,1,29,1,22,56.7333,37.1667
IND,India,Dumraon,219,1,93,1,219,25.5526,84.1515
RUS,Russian Federation,Dzerzhinsk,54,1,30,3,54,56.2333,43.45
DEU,Germany,Eggenfelden,53,1,29,3,53,48.4039,12.7642
USA,United States of America,El Sobrante,59,1,24,16,59,33.8724,-117.4624
USA,United States of America,Elmwood Park,93,3,5,30,93,41.9225,-87.8163
USA,United States of America,Elmwood Park,93,3,5,30,93,40.9049,-74.1201
DEU,Germany,Engen,46,1,25,2,46,47.8528,8.7714
DEU,Germany,Ennepetal,29,0,26,2,29,51.2833,7.3333
BRA,Brazil,Entre Rios,21,0,15,1,21,-11.9419,-38.0839
DEU,Germany,Espelkamp,30,0,30,1,26,52.3772,8.6328
USA,United States of America,Fairhope,60,1,24,4,60,30.5209,-87.8813
SWE,Sweden,Falun,28,1,28,0,13,60.6072,15.6311
CHN,China,Fengcheng,101,3,101,1,92,40.4543,124.0646
CHN,China,Fengcheng,101,3,101,1,92,37.4313,112.027
RUS,Russian Federation,Mariinskiy Posad,50,1,32,1,50,56.1,47.7167
PNG,Papua New Guinea,Mendi,11,0,11,0,5,-6.1478,143.6572
DEU,Germany,Mettmann,45,1,28,3,45,51.25,6.9667
DEU,Germany,Metzingen,67,1,27,3,67,48.5367,9.2858
MDG,Madagascar,Miandrivazo,65,2,18,0,65,-19.5239,45.4573
PRT,Portugal,Mirandela,26,1,26,1,15,41.4853,-7.1817
MEX,Mexico,Misantla,105,3,17,8,105,19.9333,-96.85
AUT,Austria,Mistelbach,68,1,38,2,68,48.5667,16.5667
JPN,Japan,Mobara,65,1,65,2,45,35.4285,140.2881
MEX,Mexico,Monclova,64,1,22,1,64,26.9103,-101.4222
USA,United States of America,Mooresville,40,1,40,4,33,35.5847,-80.8266
USA,United States of America,Mooresville,40,1,40,4,33,39.6022,-86.3681
SWE,Sweden,Motala,28,0,28,0,17,58.5333,15.0333
USA,United States of America,Mount Prospect,62,2,24,18,62,42.0641,-87.9375
RUS,Russian Federation,Mtsensk,33,1,33,1,20,53.2833,36.5667
MMR,Myanmar,Mudon,50,0,21,0,50,16.2578,97.7164
JPN,Japan,Muroran,35,1,35,1,27,42.3152,140.974
IND,India,Naini Tal,123,2,116,0,123,29.3919,79.4542
THA,Thailand,Nakhon Nayok,59,1,30,1,59,14.2069,101.2142
JPN,Japan,Kimitsu,57,1,57,3,47,35.3304,139.9027
GIN,Guinea,Kissidougou,25,1,16,0,25,9.1905,-10.12
RUS,Russian Federation,Konstantinovsk,38,1,38,0,14,47.5667,41.0833
IND,India,Korba,186,1,94,2,186,22.35,82.68
IND,India,Korba,186,1,94,2,186,36.5667,10.8667
THA,Thailand,Krabi,65,1,28,0,65,8.0592,98.9189
SWE,Sweden,Kristianstad,38,0,38,0,27,56.0337,14.1333
CMR,Cameroon,Kumbo,79,4,11,1,79,6.2,10.66
JPN,Japan,Kunitachi,49,1,49,3,43,35.6839,139.4414
RUS,Russian Federation,Kushva,58,1,30,0,58,58.2833,59.7333
FIN,Finland,Kuusankoski,29,0,29,1,5,60.9083,26.6236
USA,United States of America,Lake Forest Park,52,2,23,12,52,47.7574,-122.2864
PER,Peru,Lambayeque,45,0,23,0,45,-6.7,-79.9
DEU,Germany,Lebach,52,1,30,3,52,49.41,6.91
FRA,France,Les Mureaux,59,1,21,5,59,48.9875,1.9172
USA,United States of America,Lexington Park,39,1,39,1,30,38.2528,-76.4424
CHN,China,Lianyuan,113,3,91,6,113,27.6961,111.6659
CHE,Switzerland,Liestal,93,1,26,3,93,47.4667,7.7333
CHL,Chile,Limache,164,7,3,19,164,-33.0167,-71.2667
PRY,Paraguay,Limpio,96,2,4,4,96,-25.1683,-57.4942
DEU,Germany,Lingen,36,0,34,1,36,52.5231,7.3231
RUS,Russian Federation,Livny,32,1,32,1,18,52.4239,37.5997
ITA,Italy,Locorotondo,49,1,49,3,27,40.7558,17.3264
IND,India,Loni,249,3,141,4,249,28.75,77.28
PHL,Philippines,Los Banos,52,1,24,1,52,37.063,-120.8406
ZAF,South Africa,Lydenburg,46,1,18,1,46,-25.096,30.446
USA,United States of America,Lynn Haven,40,1,27,2,40,30.2337,-85.637
ITA,Italy,Maglie,57,1,57,1,13,40.1167,18.1333
SLE,Sierra Leone,Makeni,40,1,16,0,40,8.8817,-12.0442
JPN,Japan,Makubetsu,37,1,37,0,35,42.9085,143.3561
TGO,Togo,Mango,40,1,13,1,40,27.9914,-82.307
IND,India,Manoharpur,177,1,71,0,177,22.3746,85.1923
IDN,Indonesia,Manokwari,10,0,10,0,10,-0.8667,134.0833
VEN,Venezuela (Bolivarian Republic of),Maracay,105,2,9,14,105,10.2469,-67.5958
ESP,Spain,Marbella,35,1,26,4,35,36.5167,-4.8833
IND,India,Narasannapeta,150,2,28,4,150,18.4151,84.0447
IND,India,Narasapur,118,1,22,2,118,16.4361,81.7016
GBR,United Kingdom of Great Britain and Northern Ireland,Neath,45,1,21,4,45,51.66,-3.81
DEU,Germany,Neuruppin,34,0,33,1,34,52.9331,12.8
BEL,Belgium,Nevele,41,1,30,3,41,51.0333,3.55
FRA,France,Nice,54,1,43,2,54,43.7034,7.2663
NGA,Nigeria,Nnewi,154,7,16,7,154,6.0167,6.9167
DEU,Germany,Norderstedt,33,0,33,1,31,53.7064,10.0103
BGR,Bulgaria,Nova Zagora,41,1,41,1,36,42.4911,26.0144
BRA,Brazil,Novo Hamburgo,91,2,6,10,91,-29.6778,-51.1308
GTM,Guatemala,Nuevo San Carlos,111,3,13,11,111,14.6,-91.7
CHE,Switzerland,Nyon,63,1,29,1,63,46.3833,6.2333
MEX,Mexico,Ocoyoacac,160,4,8,15,160,19.2739,-99.4606
DEU,Germany,Odenthal,47,1,25,4,47,51.0333,7.1167
USA,United States of America,Olean,40,1,40,1,33,42.0819,-78.4321
USA,United States of America,Jeannette,44,1,44,3,36,40.3277,-79.6139
CHN,China,Jinan,210,7,210,8,168,36.6667,116.9833
NIC,Nicaragua,Jinotega,21,1,16,1,21,13.0908,-86.0006
CZE,Czechia,Jirkov,56,1,32,4,56,50.4999,13.4478
CUB,Cuba,Jobabo,82,2,11,8,82,20.9078,-77.2831
NPL,Nepal,Jogbani,68,2,47,0,68,26.4024,87.2656
FIN,Finland,Joutseno,28,1,28,1,7,61.123,28.5015
USA,United States of America,Junction City,85,1,28,4,85,39.0277,-96.8508
MEX,Mexico,Juventino Rosas,59,1,8,6,59,20.65,-101.0
FRA,France,Ollioules,61,1,26,6,61,43.1394,5.8469
DEU,Germany,Oranienburg,36,1,26,2,36,52.7544,13.2369
USA,United States of America,Oroville,54,2,29,9,54,39.4999,-121.5634
FRA,France,Orvault,38,1,25,2,38,47.2717,-1.6225
FRA,France,Oullins,31,1,26,2,31,45.715,4.8083
USA,United States of America,Ozark,78,2,9,10,78,37.0365,-93.2158
USA,United States of America,Ozark,78,2,9,10,78,31.4508,-85.6473
USA,United States of America,Palmetto,43,1,32,9,43,27.5251,-82.5749
COL,Colombia,Pradera,50,1,8,3,50,3.4167,-76.1667
BIH,Bosnia and Herzegovina,Prijedor,59,1,39,0,59,44.9667,16.7
USA,United States of America,Provo,12,0,8,12,7,40.2457,-111.6457
UKR,Ukraine,Pryluky,60,1,35,0,60,50.6,32.4
RUS,Russian Federation,Pskov,34,1,34,0,15,57.8167,28.3333
CHN,China,Qiqihar,81,2,75,1,81,47.3398,123.9512
MAR,Morocco,Rabat,83,3,23,15,83,34.0209,-6.8416
MAR,Morocco,Rabat,83,3,23,15,83,35.8817,14.3989
ITA,Italy,Racconigi,73,2,14,7,73,44.7667,7.6833
LKA,Sri Lanka,Ratnapura,66,1,21,1,66,6.6806,80.4022
BGR,Bulgaria,Razgrad,35,1,35,1,23,43.5333,26.5167
BRA,Brazil,Recife,42,0,23,1,42,-8.05,-34.9
GBR,United Kingdom of Great Britain and Northern Ireland,Redditch,48,1,6,9,48,52.3,-1.9333
ITA,Italy,Rivoli,70,2,11,9,70,45.0697,7.5177
FRA,France,Rixheim,46,1,23,2,46,47.7486,7.4044
ITA,Italy,Roncade,52,1,45,2,52,45.6246,12.3766
DNK,Denmark,Roskilde,36,0,33,0,36,55.65,12.0833
NLD,Netherlands,Rotterdam,35,0,35,1,27,51.9167,4.5
NLD,Netherlands,Rotterdam,35,0,35,1,27,42.8133,-74.0129
ZAF,South Africa,Rustenburg,248,17,1,15,248,-25.6667,27.2428
RUS,Russian Federation,Ryazhsk,43,1,32,1,43,53.7,40.05
COL,Colombia,Sabaneta,92,3,2,8,92,6.15,-75.6
COL,Colombia,Sabaneta,92,3,2,8,92,19.4833,-71.35
COL,Colombia,Sabaneta,92,3,2,8,92,8.7522,-69.9325
USA,United States of America,Saco,49,1,49,2,34,43.539,-70.4624
IND,India,Saharsa,176,4,109,2,176,25.88,86.6
JPN,Japan,Sakado,51,1,51,0,19,35.9573,139.403
JPN,Japan,Sakura,65,1,65,1,30,35.7167,140.2167
JPN,Japan,Sakura,65,1,65,1,30,36.6853,139.9664
ROU,Romania,Salonta,74,1,25,3,74,46.8,21.65
PAK,Pakistan,Sambrial,175,3,175,1,153,32.475,74.3522
USA,United States of America,San Bruno,66,1,29,11,66,37.6256,-122.4313
ITA,Italy,San Giustino,39,1,39,2,37,43.55,12.1833
ESP,Spain,San Javier,51,1,30,3,51,37.8037,-0.8343
ESP,Spain,San Javier,51,1,30,3,51,-35.5924,-71.7353
ESP,Spain,San Javier,51,1,30,3,51,-30.5833,-59.95
ESP,Spain,San Javier,51,1,30,3,51,-16.2748,-62.5072
CHN,China,Sanming,75,2,62,2,75,26.2658,117.6302
PHL,Philippines,Santa Catalina,78,1,16,0,78,9.3331,122.8658
PHL,Philippines,Santa Catalina,78,1,16,0,78,17.5917,120.3644
PHL,Philippines,Santa Catalina,78,1,16,0,78,10.6039,-75.2878
USA,United States of America,Santa Clarita,81,2,30,18,81,34.4175,-118.4964
USA,United States of America,Santa Paula,52,2,49,7,52,34.3545,-119.0656
BIH,Bosnia and Herzegovina,Sarajevo,68,1,31,0,68,43.8564,18.4131
USA,United States of America,Paramount,90,2,6,36,90,33.8977,-118.1651
USA,United States of America,Parkland,51,1,13,12,51,47.1417,-122.4376
USA,United States of America,Parkland,51,1,13,12,51,26.3219,-80.2533
ITA,Italy,Parma,86,2,34,5,86,44.8015,10.328
ITA,Italy,Parma,86,2,34,5,86,41.3843,-81.7286
ITA,Italy,Parma,86,2,34,5,86,65.923,57.403
ITA,Italy,Parma,86,2,34,5,86,43.2651,-77.7968
ITA,Italy,Perugia,44,1,44,2,40,43.1122,12.3889
HUN,Hungary,Pilis,63,1,31,2,63,47.2844,19.5435
BRA,Brazil,Pindorama,28,1,12,1,28,-21.1858,-48.9069
USA,United States of America,Piney Green,49,1,31,7,49,34.7498,-77.3208
ITA,Italy,Pistoia,37,1,37,2,24,43.9333,10.9167
USA,United States of America,Pleasant Grove,20,1,15,10,20,40.3716,-111.7412
USA,United States of America,Pleasant Grove,20,1,15,10,20,33.494,-86.9782
USA,United States of America,Plymouth,53,1,30,7,53,50.3714,-4.1422
USA,United States of America,Plymouth,53,1,30,7,53,45.0225,-93.4617
USA,United States of America,Plymouth,53,1,30,7,53,41.8783,-70.6309
USA,United States of America,Plymouth,53,1,30,7,53,40.1115,-75.2976
USA,United States of America,Plymouth,53,1,30,7,53,41.6642,-73.0263
USA,United States of America,Plymouth,53,1,30,7,53,41.3483,-86.3187
USA,United States of America,Plymouth,53,1,30,7,53,42.3718,-83.468
USA,United States of America,Plymouth,53,1,30,7,53,43.7447,-87.966
TTO,Trinidad and Tobago,Point Fortin,93,1,22,2,93,10.1667,-61.6667
IND,India,Polasara,156,1,65,0,156,19.7815,84.5836
POL,Poland,Police,32,1,27,2,32,53.5333,14.5667
IND,India,Ponda,81,0,21,0,81,15.4034,74.0152
BRA,Brazil,Pontalina,51,1,1,4,51,-17.5258,-49.4489
PRT,Portugal,Portalegre,24,1,24,2,18,39.3167,-7.4167
ITA,Italy,Potenza Picena,48,1,48,2,45,43.3667,13.6167
USA,United States of America,South Holland,73,2,17,17,73,41.5977,-87.6022
GBR,United Kingdom of Great Britain and Northern Ireland,Southampton,39,1,15,11,39,50.9025,-1.4042
GBR,United Kingdom of Great Britain and Northern Ireland,Southampton,39,1,15,11,39,40.8997,-72.4931
GBR,United Kingdom of Great Britain and Northern Ireland,Southampton,39,1,15,11,39,39.9137,-74.7171
BLR,Belarus,Stolin,35,1,35,0,29,51.8833,26.85
USA,United States of America,Stoneham,47,1,39,4,47,42.4741,-71.0972
ITA,Italy,Stradella,56,1,37,3,56,45.0833,9.3
CAN,Canada,Strathmore,37,1,15,5,37,51.0378,-113.4003
POL,Poland,Strzelin,43,1,20,3,43,50.7833,17.0667
PER,Peru,Satipo,35,1,3,0,35,-11.2542,-74.6367
FRA,France,Saumur,30,1,27,1,30,47.26,-0.0769
ITA,Italy,Saviano,53,1,53,1,37,40.9167,14.5167
BEL,Belgium,Schilde,36,0,27,3,36,51.2333,4.5667
DEU,Germany,Schlitz,32,0,28,1,32,50.6667,9.5667
DEU,Germany,Schrobenhausen,51,1,27,3,51,48.5333,11.2667
USA,United States of America,Seekonk,41,1,34,4,41,41.8379,-71.3174
ITA,Italy,Sezze,48,1,48,1,33,41.5,13.0667
CAN,Canada,Shawinigan,34,1,32,2,34,46.5667,-72.75
RUS,Russian Federation,Shebekino,57,1,30,2,57,50.4167,36.9
USA,United States of America,Shoreline,55,2,25,11,55,47.7564,-122.3426
CAF,Central African Republic,Sibut,53,2,1,0,53,5.7333,19.0833
IND,India,Silchar,56,3,35,1,56,24.82,92.8
IND,India,Sindgi,114,0,27,0,114,16.92,76.234
IDN,Indonesia,Singkawang,61,1,14,0,61,0.9,108.9833
HRV,Croatia,Solin,56,1,56,0,28,43.5317,16.4947
DEU,Germany,Sonthofen,23,1,23,3,20,47.5158,10.2811
USA,United States of America,South Bend,55,2,19,12,55,41.6767,-86.2696
SWE,Sweden,Staffanstorp,36,1,36,1,29,55.6333,13.2
DEU,Germany,Steinfurt,31,0,26,3,31,52.1475,7.3442
NOR,Norway,Steinkjer,26,1,26,0,12,64.0148,11.4954
DEU,Germany,Straelen,27,0,27,2,26,51.45,6.2667
USA,United States of America,Sun Valley,39,1,18,8,39,39.6104,-119.777
USA,United States of America,National City,46,1,36,5,46,32.6654,-117.0983
ESP,Spain,Navalcarnero,42,1,42,0,10,40.2847,-4.0136
ITA,Italy,Nembro,91,1,48,0,91,45.7439,9.7594
DEU,Germany,Neuhof,57,1,51,0,57,50.4333,9.6167
DEU,Germany,Nideggen,54,1,47,0,54,50.7,6.4833
JPN,Japan,Nishihara,59,2,18,22,59,26.2228,127.7589
JPN,Japan,Noboribetsu,38,1,27,4,38,42.4128,141.1066
IND,India,Nokha,256,1,33,2,256,27.6,73.42
IND,India,Nokha,256,1,33,2,256,25.1015,84.1228
DEU,Germany,Nordenham,37,0,37,0,29,53.5,8.4667
USA,United States of America,Norridge,62,1,27,6,62,41.9637,-87.8231
USA,United States of America,North Augusta,49,1,49,1,24,33.5214,-81.9547
USA,United States of America,North Laurel,52,1,52,1,39,39.1285,-76.8476
USA,United States of America,North Ogden,52,1,20,6,52,41.3123,-111.9584
USA,United States of America,North Potomac,50,1,50,1,37,39.0955,-77.2373
USA,United States of America,North Reading,40,1,35,2,40,42.5816,-71.0876
RUS,Russian Federation,Novoulyanovsk,39,1,39,1,33,54.1667,48.3833
NGA,Nigeria,Nsukka,68,2,39,0,68,6.8567,7.3958
USA,United States of America,Oak Grove,70,2,24,6,70,45.4156,-122.6349
USA,United States of America,Oak Grove,70,2,24,6,70,33.978,-81.1468
USA,United States of America,Oak Grove,70,2,24,6,70,45.3409,-93.3264
USA,United States of America,Oceanside,57,2,22,9,57,33.2247,-117.3083
USA,United States of America,Oceanside,57,2,22,9,57,40.6328,-73.6364
DEU,Germany,Ochsenfurt,63,1,53,0,63,49.65,10.0667
NGA,Nigeria,Ondo,72,2,38,0,72,7.0833,4.8333
BLZ,Belize,Orange Walk,58,1,26,0,58,18.075,-88.5583
BRA,Brazil,Padre Bernardo,20,0,20,0,7,-15.16,-48.2839
PHL,Philippines,Paombong,103,3,27,7,103,14.8311,120.7892
CHL,Chile,Parral,98,3,3,5,98,26.9333,-105.6667
CHL,Chile,Parral,98,3,3,5,98,-36.15,-71.8333
BRA,Brazil,Pentecoste,30,0,23,0,30,-3.7928,-39.27
GTM,Guatemala,Petapa,61,1,25,1,61,14.4962,-90.5525
VEN,Venezuela (Bolivarian Republic of),Petare,59,1,36,0,59,10.4833,-66.8167
USA,United States of America,Oxnard,49,1,36,4,49,34.1964,-119.1815
ESP,Spain,Palafrugell,63,1,63,0,34,41.9174,3.1631
USA,United States of America,Palm Valley,125,1,125,1,27,30.2011,-81.3948
ITA,Italy,Palmi,69,1,47,0,69,38.3667,15.85
IND,India,Majholi,164,4,41,4,164,23.5011,79.924
GAB,Gabon,Makokou,50,1,22,0,50,0.5667,12.8667
PHL,Philippines,Malanday,165,5,19,12,165,14.7194,120.9547
BRA,Brazil,Manga,24,0,24,0,14,11.6667,-1.0667
BRA,Brazil,Manga,24,0,24,0,14,-14.7558,-43.9319
USA,United States of America,Maple Valley,38,1,33,3,38,47.3659,-122.0368
MUS,Mauritius,Bambous,56,1,27,0,56,-20.26,57.4148
THA,Thailand,Bang Ban,143,3,7,12,143,14.4247,100.4758
BRA,Brazil,Barreirinhas,39,0,21,0,39,-2.7469,-42.8258
DEU,Germany,Bayreuth,55,1,49,0,55,49.9481,11.5783
IND,India,Begusarai,150,3,52,5,150,25.42,86.13
USA,United States of America,Belton,55,1,46,2,55,38.8192,-94.5335
USA,United States of America,Belton,55,1,46,2,55,31.0525,-97.479
USA,United States of America,Belvidere,38,1,38,1,38,42.2543,-88.8649
ITA,Italy,Bergamo,89,1,50,0,89,45.695,9.67
USA,United States of America,Berkeley,46,1,33,3,46,37.8722,-122.276
USA,United States of America,Berkeley,46,1,33,3,46,39.9156,-74.1923
ITA,Italy,Bibbiena,57,1,57,0,53,43.7,11.8167
DEU,Germany,Bischofsheim,64,1,64,0,59,49.989,8.355
GBR,United Kingdom of Great Britain and Northern Ireland,Bishop Auckland,39,1,39,0,38,54.663,-1.676
POL,Poland,Biskupiec,38,1,38,0,21,53.8667,20.9667
DEU,Germany,Blomberg,45,1,44,0,45,51.9333,9.0833
DEU,Germany,Boizenburg,41,1,41,0,22,53.3667,10.7167
ITA,Italy,Borgo San Dalmazzo,57,1,47,0,57,44.3333,7.4833
UKR,Ukraine,Borzna,40,1,40,0,13,51.2539,32.4261
CAF,Central African Republic,Bossembele,56,1,22,0,56,5.2667,17.65
DEU,Germany,Bottrop,52,1,40,1,52,51.5247,6.9228
USA,United States of America,Bountiful,47,1,38,3,47,40.8721,-111.8647
GBR,United Kingdom of Great Britain and Northern Ireland,Bournemouth,37,1,32,2,37,50.72,-1.88
USA,United States of America,Burbank,108,3,23,21,108,34.1879,-118.3235
USA,United States of America,Burbank,108,3,23,21,108,41.7444,-87.7686
ALB,Albania,Burrel,113,1,43,0,113,41.6083,20.0111
BRA,Brazil,Cachoeira,36,0,23,0,36,-12.6178,-38.9558
FRA,France,Cambrai,54,1,42,1,54,50.1767,3.2356
FRA,France,Canteleu,56,1,44,0,56,49.4511,1.0361
MEX,Mexico,Capulhuac,175,4,28,9,175,19.2,-99.4667
USA,United States of America,Carmichael,49,1,28,5,49,38.6318,-121.3263
ESP,Spain,Cartaya,41,1,41,0,17,37.2833,-7.15
USA,United States of America,Catalina Foothills,81,1,20,6,81,32.3046,-110.8838
THA,Thailand,Chachoengsao,145,3,3,13,145,13.6903,101.0703
THA,Thailand,Chaiyo,112,2,12,8,112,14.6666,100.4702
DEU,Germany,Chemnitz,53,1,47,0,53,50.8333,12.9167
RUS,Russian Federation,Cheremkhovo,57,1,18,3,57,53.15,103.0833
ITA,Italy,Chiampo,82,1,47,0,82,45.55,11.2833
ZMB,Zambia,Chingola,40,1,27,0,40,-12.5333,27.85
PAK,Pakistan,Zafarwal,161,5,41,9,161,32.3463,74.8999
POL,Poland,Zawiercie,54,1,44,1,54,50.5,19.4167
USA,United States of America,Zephyrhills,98,1,98,1,15,28.2409,-82.1797
DEU,Germany,Zetel,38,1,38,0,32,53.4197,7.9742
CHN,China,Zhaotong,156,6,1,18,156,27.3328,103.7144
PAK,Pakistan,Zhob,177,2,56,0,177,31.3417,69.4486
CHN,China,Zhuhai,70,1,18,13,70,22.2769,113.5678
