city,country_name,aqi_value,pm25_aqi_value,lat,lng
Arlington Heights,United States of America,64,64,42.0955,-87.9826
Arnstadt,Germany,55,55,50.8342,10.9464
Asbury Park,United States of America,35,35,40.2226,-74.0119
Ashford,United Kingdom of Great Britain and Northern Ireland,38,14,51.1465,0.8676
Ashford,United Kingdom of Great Britain and Northern Ireland,38,14,51.434,-0.464
Drensteinfurt,Germany,36,36,51.7944,7.7392
Dubno,Ukraine,37,37,50.3931,25.735
East Northport,United States of America,103,103,40.8791,-73.3233
Eeklo,Belgium,36,36,51.1858,3.5639
El Bordo,Colombia,39,39,2.1142,-76.9831
El Fuerte,Mexico,83,83,26.4214,-108.62
El Tigre,Venezuela (Bolivarian Republic of),53,53,8.8858,-64.2611
Ellington,United States of America,73,73,41.9152,-72.4485
Elmira,United States of America,65,65,42.0938,-76.8097
Erwitte,Germany,41,41,51.6167,8.35
Everett,United States of America,67,67,47.9525,-122.1669
Everett,United States of America,67,67,42.4064,-71.0545
Fatsa,Turkey,41,41,41.0333,37.5
Festus,United States of America,51,51,38.2194,-90.4097
Fillmore,United States of America,57,57,34.3989,-118.9174
Follonica,Italy,41,38,42.9189,10.7614
Fontana,United States of America,81,81,34.0968,-117.4599
Fontana,United States of America,81,81,36.0364,14.2422
Forssa,Finland,43,38,60.8167,23.625
Kashiba,Japan,43,38,34.5333,135.7
Kelowna,Canada,31,16,49.8881,-119.4956
Kelso,United States of America,39,39,46.1236,-122.8909
Kelso,United States of America,39,39,-33.4186,149.6056
Kenitra,Morocco,49,49,34.25,-6.5833
Key Largo,United States of America,24,19,25.1224,-80.412
Kineshma,Russian Federation,34,23,57.4333,42.1333
Kingsburg,United States of America,39,26,36.5244,-119.5602
Kisumu,Kenya,150,150,-0.0833,34.7667
Kivsharivka,Ukraine,44,44,49.6303,37.6908
Kozmodemyansk,Russian Federation,33,29,56.3367,46.5711
Kresek,Indonesia,203,158,-6.1314,106.38
Kumo,Nigeria,57,57,10.0431,11.2183
Kurtalan,Turkey,44,27,37.9261,41.7003
Labangan,Philippines,42,42,7.8667,123.5167
Ladson,United States of America,44,44,33.0093,-80.1078
Limbiate,Italy,77,77,45.5972,9.13
Littau,Switzerland,41,41,47.0494,8.2639
Liuzhou,China,149,120,24.3264,109.4281
Livingstone,Zambia,27,27,-17.85,25.8667
Loano,Italy,69,69,44.1167,8.25
Lorient,France,40,40,47.75,-3.36
Lowestoft,United Kingdom of Great Britain and Northern Ireland,33,10,52.48,1.75
Lummen,Belgium,46,46,50.9833,5.2
Lunsar,Sierra Leone,71,71,8.6833,-12.5333
Lynwood,United States of America,118,118,33.924,-118.2016
Lynwood,United States of America,118,118,41.5235,-87.551
Lyon,France,107,107,45.76,4.84
Magnitogorsk,Russian Federation,36,22,53.3833,59.0333
Maizuru,Japan,47,38,35.4667,135.3833
Mallasamudram,India,60,60,11.4933,78.0312
Mapastepec,Mexico,71,71,15.4411,-92.8916
Marchena,Spain,34,34,37.3333,-5.4167
Martinsicuro,,59,59,42.8833,13.9167
Mashiko,Japan,40,16,36.4673,140.0934
Mayenne,France,58,58,48.3031,-0.6136
Mayrtup,Russian Federation,48,33,43.2036,46.1322
Menfi,Italy,39,39,37.6078,12.9686
Mennecy,France,72,72,48.5653,2.4361
Mentana,Italy,74,74,42.0167,12.65
Mercogliano,Italy,50,50,40.9231,14.7428
Meulebeke,Belgium,42,42,50.9497,3.2869
Lahore,Pakistan,161,161,31.5497,74.3436
Lajeado,Brazil,83,83,-29.4669,-51.9608
Lamphun,Thailand,21,17,18.5864,99.0119
Landau,Germany,46,46,49.2,8.1167
Landshut,Germany,52,52,48.5397,12.1508
Lansdale,United States of America,73,73,40.2417,-75.2812
Latiano,Italy,54,51,40.5333,17.7167
Le Bouscat,France,46,15,44.8651,-0.5996
Lebane,Serbia,49,49,42.9167,21.7333
Miaoli,China,58,58,24.57,120.82
Mission,United States of America,154,154,26.2039,-98.3256
Mission,United States of America,154,154,49.1337,-122.3112
Mission,United States of America,154,154,39.027,-94.6568
Mohgaon,India,174,174,21.6394,78.7364
Molinella,Italy,68,68,44.6167,11.6667
Monreale,Italy,44,44,38.0817,13.2889
Mons,Belgium,56,56,50.45,3.95
Montale,Italy,82,82,43.9333,11.0167
Montbrison,France,150,150,45.6075,4.0653
Monte Azul,Brazil,14,9,-15.1553,-42.8589
Moorslede,Belgium,42,42,50.8906,3.0628
Moriguchi,Japan,50,50,34.7375,135.5642
Moulins,France,150,150,46.5647,3.3325
Mponela,Malawi,50,50,-13.5167,33.7167
Mubende,Uganda,68,68,0.5575,31.395
Myrhorod,Ukraine,41,22,49.9667,33.6
Nebbi,Uganda,58,58,2.4792,31.09
Nederweert,Netherlands,36,36,51.2833,5.75
Neerpelt,Belgium,37,37,51.2333,5.4333
New Delhi,India,174,174,28.6139,77.209
Newport Beach,United States of America,60,60,33.6151,-117.8668
Niceville,United States of America,65,65,30.529,-86.4748
North Bethesda,United States of America,42,42,39.0393,-77.1191
North Palm Beach,United States of America,53,53,26.8217,-80.0576
Norton,Zimbabwe,68,68,54.589,-1.3157
Norton,Zimbabwe,68,68,-17.8833,30.7
Norton,Zimbabwe,68,68,41.964,-71.1842
Norton,Zimbabwe,68,68,41.0294,-81.6461
Obernai,France,55,55,48.4622,7.4819
Oberursel,Germany,69,69,50.2033,8.5769
Chantilly,United States of America,55,55,38.8868,-77.4453
Chantilly,United States of America,55,55,49.1869,2.4608
Cheyenne,United States of America,46,46,41.135,-104.7902
Chiari,Italy,67,67,45.5197,9.8833
Cicciano,Italy,60,60,40.9667,14.5333
Cieszyn,Poland,74,74,49.75,18.6333
Dumfries,United Kingdom of Great Britain and Northern Ireland,28,15,55.07,-3.603
Easton,United States of America,38,33,40.6858,-75.2209
Easton,United States of America,38,33,42.0362,-71.1103
Easton,United States of America,38,33,38.776,-76.0701
Edirne,Turkey,41,28,41.6769,26.5556
Einbeck,Germany,64,64,51.8167,9.8667
El Banco,Colombia,40,40,8.9983,-73.9747
Elizabethtown,United States of America,61,61,37.7031,-85.8773
Elizabethtown,United States of America,61,61,40.1533,-76.599
Emmen,Switzerland,52,52,52.7833,6.9
Emmen,Switzerland,52,52,47.0833,8.3
Hermanus,South Africa,151,151,-34.4167,19.25
Higashine,Japan,55,55,38.4313,140.3911
Hlinsko,Czechia,65,65,49.7622,15.9075
Hoeilaart,Belgium,67,67,50.7667,4.4667
Holden,United States of America,48,48,42.3561,-71.8608
Houston,United States of America,103,103,29.786,-95.3885
Ensenada,Mexico,30,3,31.8578,-116.6058
Ensenada,Mexico,30,3,-34.8644,-57.9103
Fajardo,United States of America,48,48,18.3331,-65.6589
Farrukhnagar,India,181,176,17.0778,78.2011
Fenoarivo Atsinanana,Madagascar,41,41,-17.3814,49.4092
Fort Lee,United States of America,77,77,40.8509,-73.9713
Friesoythe,Germany,57,57,53.0206,7.8586
Gallipoli,,47,47,40.4139,26.6703
Gallipoli,,47,47,40.0556,17.9917
Gardanne,France,30,30,43.4553,5.476
Garrel,Germany,59,59,52.9581,8.0253
Gebze,Turkey,57,57,40.8,29.4333
Migori,Kenya,82,82,-1.0634,34.4731
Milan,Italy,67,67,45.4669,9.19
Minamata,Japan,26,22,32.2167,130.4
Miura,Japan,52,52,35.15,139.6167
Mobile,United States of America,45,45,30.6782,-88.1162
Moncalieri,Italy,63,63,45.0005,7.6848
Montepuez,Mozambique,25,25,-13.1167,39.0
Montesarchio,Italy,52,52,41.0667,14.6333
Moore,United States of America,41,38,35.3293,-97.4757
Moore,United States of America,41,38,40.7798,-75.422
Morges,Switzerland,63,63,46.5167,6.5
Morlaix,France,52,52,48.5775,-3.8278
Nazran,Russian Federation,61,61,43.2167,44.7667
Neiba,Dominican Republic,124,124,18.49,-71.42
Netivot,Israel,90,90,31.4167,34.5833
Ngozi,Burundi,61,61,-2.9083,29.8269
Nijkerk,Netherlands,30,30,52.2333,5.4833
Nizza Monferrato,Italy,56,56,44.7747,8.355
Nogales,United States of America,44,44,31.1833,-111.0
Nogales,United States of America,44,44,18.8167,-97.1667
Nogales,United States of America,44,44,-32.735,-71.2025
Nogales,United States of America,44,44,31.3624,-110.9336
Nokia,Finland,34,17,61.4767,23.5053
North Lindenhurst,United States of America,66,66,40.7072,-73.3859
North Port,United States of America,50,50,27.0576,-82.1977
Novara,Italy,68,68,45.45,8.6167
Nueva Guinea,Nicaragua,43,43,11.6867,-84.4561
Obo,Central African Republic,26,26,5.4,26.5
Oconomowoc,United States of America,46,46,43.0996,-88.4948
Mount Pleasant,United States of America,52,52,32.8537,-79.8203
Mount Pleasant,United States of America,52,52,41.1119,-73.8121
Mount Pleasant,United States of America,52,52,42.7129,-87.8876
Mount Pleasant,United States of America,52,52,43.5966,-84.7759
Mount Pleasant,United States of America,52,52,33.1586,-94.9727
Mount Pleasant,United States of America,52,52,40.9625,-91.5452
Mouvaux,France,46,46,50.7033,3.1406
Much,Germany,62,62,50.9167,7.4
Nantou,China,202,153,23.9167,120.6833
Mettet,Belgium,63,63,50.3192,4.6569
Mexico,United States of America,55,55,15.0667,120.7167
Mexico,United States of America,55,55,39.1625,-91.8712
Tursunzoda,Tajikistan,90,90,38.5108,68.2303
Tuttlingen,Germany,58,58,47.985,8.8233
Tver,Russian Federation,45,45,56.8578,35.9219
Udine,Italy,65,65,46.0667,13.2333
Torredonjimeno,Spain,36,36,37.7667,-3.95
Torrington,United States of America,60,60,41.8349,-73.1282
Toul,France,62,62,48.675,5.8917
Toulouse,France,53,53,43.6045,1.444
Tours,France,36,36,47.3936,0.6892
Trebinje,Bosnia and Herzegovina,71,71,42.7089,18.3217
Trnava,Slovakia,79,79,48.3775,17.5883
Tsimlyansk,Russian Federation,38,4,47.6167,42.1
Shetpe,Kazakhstan,40,34,44.1667,52.1167
Shirakawa,Japan,67,61,37.1263,140.2109
Sokoto,Nigeria,65,65,13.0622,5.2339
Sarezzo,Italy,79,79,45.65,10.2
Sassenheim,Netherlands,54,54,52.2258,4.5225
Saurimo,Angola,103,103,-9.65,20.4
Schwetzingen,Germany,71,71,49.3833,8.5667
Seal Beach,,81,81,33.7542,-118.0714
Seguin,United States of America,55,55,29.5891,-97.9676
Seveso,Italy,67,67,45.6434,9.1374
Tayga,Russian Federation,39,38,56.0667,85.6167
Telde,Spain,25,9,27.9985,-15.4167
Terra Roxa,Brazil,19,19,-20.7889,-48.33
Tha Mai,Thailand,41,41,12.6196,102.0112
Tieli,China,47,47,46.9838,128.04
Tielt,Belgium,51,51,50.9989,3.3258
Tiruppuvanam,India,50,50,9.855,78.2744
Tolbazy,Russian Federation,40,28,54.0242,55.8825
Southfield,United States of America,90,90,42.4765,-83.2605
Spring Hill,United States of America,69,69,28.4798,-82.53
Spring Hill,United States of America,69,69,35.7437,-86.9116
Stamford,United Kingdom of Great Britain and Northern Ireland,35,17,41.1039,-73.5585
Stamford,United Kingdom of Great Britain and Northern Ireland,35,17,52.656,-0.484
Steenbergen,Netherlands,53,53,51.5833,4.25
Stockbridge,United States of America,91,91,33.5254,-84.2295
Sudbury,Canada,48,48,51.5537,-0.3199
Sudbury,Canada,48,48,46.49,-81.01
Sudbury,Canada,48,48,42.3847,-71.4234
Sudbury,Canada,48,48,52.0417,0.7282
Syasstroy,Russian Federation,32,21,60.15,32.5833
Szombathely,Hungary,64,64,47.2351,16.6219
Takhli,Thailand,27,27,15.2667,100.35
Sarcelles,France,67,67,48.9956,2.3808
Sarstedt,Germany,44,33,52.2394,9.8606
Schwarzenberg,Germany,52,52,50.5453,12.7792
Seabra,Brazil,21,16,-12.4189,-41.77
Semarang,Indonesia,160,160,-6.9667,110.4167
Serebryansk,Kazakhstan,42,42,49.6819,83.2847
Shaowu,China,80,80,27.3417,117.4869
Sharon,United States of America,59,59,42.1085,-71.183
Sharon,United States of America,59,59,41.234,-80.4998
Shasta Lake,United States of America,43,43,40.679,-122.3775
Sirpur,India,166,166,19.4833,79.6
Sivas,Turkey,45,43,39.75,37.0167
Rancagua,Chile,122,122,-34.1667,-70.75
Randolph,United States of America,45,45,42.1778,-71.0539
Randolph,United States of America,45,45,40.8434,-74.5819
Rangkasbitung,Indonesia,225,225,-6.3667,106.25
Red Wing,United States of America,55,55,44.5817,-92.6036
Reforma,Mexico,81,81,17.8658,-93.1472
Reoti,India,171,171,25.85,84.3833
Reynosa,Mexico,35,35,26.0922,-98.2778
Rixensart,Belgium,54,54,50.7167,4.5333
Rock Springs,United States of America,22,22,41.5947,-109.2209
Roldanillo,Colombia,76,76,4.4167,-76.15
Ronda,Spain,43,16,36.7372,-5.1647
Ronda,Spain,43,16,10.0003,123.4095
Rosemont,United States of America,50,50,38.5478,-121.3553
Rovato,Italy,82,82,45.567,9.9986
Ruhengeri,Rwanda,157,157,-1.5,29.6333
Saalfeld,Germany,54,54,50.65,11.3667
Salisbury,United States of America,49,27,38.3756,-75.5865
Salisbury,United States of America,49,27,51.07,-1.79
Salisbury,United States of America,49,27,40.7454,-73.5604
Salisbury,United States of America,49,27,35.6658,-80.4905
Salisbury,United States of America,49,27,40.5768,-75.4535
Salisbury,United States of America,49,27,40.038,-75.9961
Salisbury,United States of America,49,27,42.8465,-70.8616
San Agustin,Mexico,57,57,12.5689,122.1314
San Agustin,Mexico,57,57,16.5167,121.75
San Andres,Colombia,97,97,14.5739,121.0039
San Andres,Colombia,97,97,13.5961,124.0992
San Andres,Colombia,97,97,13.3231,122.6761
Santa Ignacia,Philippines,151,151,15.6167,120.4333
Baikunthpur,India,169,169,24.7277,81.4098
Baku,Azerbaijan,79,79,40.3667,49.8352
Bangalore,India,77,77,12.9789,77.5917
Benjamin Constant,Brazil,48,48,-4.3755,-70.0318
Betamcherla,India,111,111,15.4667,78.1667
Beverly Hills,United States of America,54,54,34.0786,-118.4021
Beverly Hills,United States of America,54,54,42.522,-83.2423
Beverly Hills,United States of America,54,54,28.9176,-82.4542
Bexley,United States of America,42,42,39.965,-82.9343
Biberach,Germany,63,63,48.1,9.7833
Bitritto,Italy,57,57,41.05,16.8333
Bolivar,Colombia,29,29,37.6059,-93.4175
Braga,Portugal,39,16,41.5503,-8.42
Brignoles,France,51,38,43.4058,6.0617
Broken Arrow,United States of America,57,57,36.038,-95.7806
Bron,France,69,69,45.7394,4.9139
Brunssum,Netherlands,54,54,50.95,5.9667
Brusque,Brazil,45,45,-27.0949,-48.9148
Brzeg Dolny,Poland,44,43,51.2708,16.7208
Bundibugyo,Uganda,55,55,0.7125,30.06
Burhar,India,154,154,23.2149,81.532
Buturlinovka,Russian Federation,42,18,50.8333,40.5833
Butzbach,Germany,57,57,50.4367,8.6622
Byumba,Rwanda,119,119,-1.5761,30.0675
Calabozo,Venezuela (Bolivarian Republic of),40,40,8.9219,-67.4283
Calauan,Philippines,92,92,14.15,121.3167
Campo Grande,Brazil,33,33,-20.4839,-54.615
Candeias,Brazil,28,28,-12.6678,-38.5508
Candeias,Brazil,28,28,-20.7669,-45.2758
Casablanca,Morocco,37,32,33.5333,-7.5833
Casablanca,Morocco,37,32,-33.3167,-71.4167
Catarroja,Spain,41,15,39.4028,-0.4044
Cenon,France,42,26,44.8578,-0.5317
Central Point,United States of America,37,37,42.3764,-122.9111
Cerro Azul,Mexico,59,59,21.2,-97.7331
Cervia,Italy,75,75,44.2586,12.3558
Cessnock,Australia,21,18,-32.8342,151.3555
Champlin,United States of America,51,51,45.1702,-93.3903
Changji,China,153,153,26.9471,108.7524
Chaplygin,Russian Federation,39,18,53.2333,39.9667
Cherepovets,Russian Federation,30,8,59.1167,37.9
Chongqing,China,283,283,29.55,106.5069
Soreang,Indonesia,188,188,-7.0372,107.5167
Sosnovka,Russian Federation,39,39,56.25,51.3
South Miami,United States of America,35,32,25.7079,-80.2952
Stadtlohn,Germany,42,42,51.9925,6.915
Sterling,United States of America,56,56,39.0052,-77.405
Sterling,United States of America,56,56,41.7996,-89.6956
Sterling,United States of America,56,56,40.6205,-103.1925
Stockelsdorf,Germany,43,23,53.8833,10.65
Streamwood,United States of America,52,52,42.0209,-88.1779
Sudogda,Russian Federation,39,21,55.95,40.8667
Sugar Hill,United States of America,66,20,34.108,-84.0558
Sunagawa,Japan,46,46,43.4948,141.9035
Sundarnagar,India,152,152,31.53,76.88
Godalming,United Kingdom of Great Britain and Northern Ireland,36,36,51.18,-0.61
Gonzalez,Mexico,57,57,30.5822,-87.2906
Gorizia,Italy,78,78,45.9333,13.6167
Gouda,Netherlands,38,30,52.0111,4.7111
Grapevine,United States of America,71,71,32.9343,-97.0742
Great Falls,United States of America,39,39,47.5022,-111.2996
Great Falls,United States of America,39,39,39.011,-77.3013
Guayaquil,Ecuador,66,66,-2.19,-79.8875
Haacht,Belgium,52,52,50.9767,4.6372
Handa,Japan,95,95,34.8919,136.9381
Hannan,Japan,73,73,34.3597,135.2394
Harenkarspel,Netherlands,38,35,52.7344,4.7706
Harrisonburg,United States of America,37,26,38.4362,-78.8735
Hartlepool,United Kingdom of Great Britain and Northern Ireland,43,43,54.69,-1.21
Hedensted,Denmark,43,12,55.7725,9.7017
Hennebont,France,40,29,47.8042,-3.2789
Herselt,Belgium,52,52,51.05,4.8833
Hildburghausen,Germany,57,57,50.4167,10.75
Hilter,Germany,44,44,52.1357,8.1471
Hirosaki,Japan,102,102,40.6031,140.4638
Hunedoara,Romania,45,41,45.7697,22.9203
Iida,Japan,63,63,35.515,137.8214
Ikeda,Japan,46,46,34.8167,135.4333
Ikeda,Japan,46,46,35.4423,136.573
Ikeda,Japan,46,46,36.4212,137.8746
Ilinden,Republic of North Macedonia,69,69,41.9945,21.58
Irosin,Philippines,55,55,12.705,124.0319
Ives Estates,United States of America,33,33,25.9632,-80.183
Iwakura,Japan,130,130,35.2794,136.8714
Jacinto City,United States of America,33,33,29.7663,-95.241
Jalapa,Guatemala,57,57,14.6379,-89.9904
Jalapa,Guatemala,57,57,13.9222,-86.1253
Jalapa,Guatemala,57,57,17.7,-92.8
Kalispell,United States of America,33,28,48.2153,-114.3274
Kamuli,Uganda,118,118,0.945,33.125
Karonga,Malawi,40,40,-9.9333,33.9333
Kathua,India,161,161,32.385,75.517
Kewanee,United States of America,59,59,41.2399,-89.9264
Marinilla,Colombia,55,55,6.1738,-75.3347
Massafra,Italy,59,46,40.5833,17.1167
Maumelle,United States of America,72,65,34.8522,-92.4
Melzo,Italy,89,89,45.5,9.4167
Midwest City,United States of America,58,58,35.463,-97.371
Mislata,Spain,41,15,39.475,-0.4156
Montargis,France,70,70,47.9969,2.7325
Monte San Giovanni Campano,Italy,62,50,41.6333,13.5167
Morwa,India,145,145,25.803,85.6861
Mount Juliet,United States of America,50,50,36.199,-86.5115
Muncie,United States of America,51,51,40.1989,-85.395
Mundargi,India,35,35,15.207,75.884
Muskogee,United States of America,55,55,35.7432,-95.3567
Mutsamudu,Comoros,34,34,-12.1675,44.3939
Mweka,Democratic Republic of the Congo,135,135,-4.85,21.5667
Naantali,,36,6,60.4667,22.0333
Nagarote,Nicaragua,50,50,12.265,-86.5639
Nanuque,Brazil,25,25,-17.8389,-40.3539
Piedmont,United States of America,47,47,37.8225,-122.2301
Pingdu,China,118,118,36.7833,119.9556
Pleasanton,United States of America,54,54,37.6663,-121.8805
Pleasanton,United States of America,54,54,28.9642,-98.4957
Ponsacco,Italy,85,37,43.6167,10.6333
Port Chester,United States of America,53,53,41.0051,-73.668
Porterville,United States of America,52,52,36.0643,-119.0338
Pottstown,United States of America,44,44,40.2508,-75.6445
Punakha,Bhutan,21,21,27.5833,89.8583
Puyang,China,157,157,35.7639,115.03
Quatro Barras,Brazil,40,40,-25.3658,-49.0769
Rabinal,Guatemala,44,44,15.0833,-90.4917
Raghudebbati,India,192,192,22.53,88.2
Raigarh,India,159,159,21.8,83.3
Nizhnyaya Tura,Russian Federation,41,39,58.6208,59.8478
Norco,United States of America,105,105,33.9252,-117.5498
North Aurora,United States of America,49,49,41.8086,-88.3414
Nova Gorica,Slovenia,77,77,45.9558,13.6433
Novouzensk,Russian Federation,49,11,50.4667,48.1333
Novyy Urengoy,Russian Federation,73,73,66.0833,76.6833
Oakville,United States of America,82,82,43.45,-79.6833
Oakville,United States of America,82,82,38.4479,-90.3199
Oakville,United States of America,82,82,41.5893,-73.0905
Ochtrup,Germany,39,35,52.2056,7.1903
Ocotal,Nicaragua,32,32,13.6336,-86.4753
Ogden,United States of America,49,49,41.2279,-111.9682
Ogden,United States of America,49,49,43.1646,-77.822
Ogden,United States of America,49,49,34.2656,-77.7966
Okaya,Japan,133,133,36.0671,138.0493
Olanchito,Honduras,75,75,15.4833,-86.5833
Olching,Germany,67,67,48.2,11.3167
Oldenburg,Germany,39,29,53.1439,8.2139
Olympia,United States of America,40,40,47.0417,-122.8959
Ono,Japan,81,81,34.8497,134.9342
Ono,Japan,81,81,35.9797,136.4875
Orta Nova,Italy,66,47,41.3308,15.7114
Ouargaye,Burkina Faso,49,49,11.5,0.05
Paducah,United States of America,77,77,37.0711,-88.644
Pedro Carbo,Ecuador,58,58,-1.8333,-80.2333
Pekin,United States of America,58,58,40.5678,-89.6251
Baja,Hungary,59,52,46.1833,18.9536
Barendrecht,Netherlands,39,32,51.85,4.5333
Bastia,France,80,25,42.7008,9.4503
Batalha,Brazil,22,14,-4.0239,-42.0778
Batalha,Brazil,22,14,-9.6778,-37.1247
Batalha,Brazil,22,14,39.65,-8.8
Beaucaire,France,51,39,43.8072,4.6433
Beersel,Belgium,53,53,50.7631,4.3086
Behshahr,Iran (Islamic Republic of),154,154,36.6922,53.5525
Beian,China,95,95,48.2395,126.5037
Belgaum,India,59,59,15.85,74.5
Bellingham,United States of America,50,50,48.7548,-122.469
Bellingham,United States of America,50,50,42.0777,-71.4741
Benaulim,,56,56,15.27,73.9346
Bodaybo,Russian Federation,33,33,57.8667,114.2
Bodrum,Turkey,56,26,37.0378,27.4242
Bopfingen,Germany,64,64,48.8569,10.3522
Boundiali,Côte d'Ivoire,21,21,9.5167,-6.4833
Brno,Czechia,73,73,49.1925,16.6083
Bukit Mertajam,Malaysia,150,150,5.3631,100.4667
Burscheid,Germany,55,55,51.1,7.1167
Buxton,United Kingdom of Great Britain and Northern Ireland,40,40,53.259,-1.911
Bytom,Poland,64,64,50.3483,18.9156
Cabo Rojo,United States of America,110,110,18.0867,-67.1482
Cacoal,Brazil,42,42,-11.4386,-61.4472
Cajuru,Brazil,50,50,-21.2753,-47.3042
Calbe,Germany,44,42,51.9033,11.7758
Carmel,United States of America,56,56,39.965,-86.146
Carmel,United States of America,56,56,41.3899,-73.7239
Carutapera,Brazil,23,23,-1.195,-46.02
Cathedral City,United States of America,51,51,33.8362,-116.4642
Caucaia,Brazil,31,31,-3.7167,-38.65
Cecina,Italy,83,35,43.3167,10.5167
Celbridge,Ireland,42,37,53.338,-6.5388
Cernay,France,66,66,47.8067,7.1758
Chengdu,China,386,386,30.66,104.0633
Chernogorsk,Russian Federation,37,37,53.8167,91.3
Chernushka,Russian Federation,40,11,56.5167,56.1
Chillum,United States of America,51,39,38.9666,-76.9791
Chino Hills,United States of America,113,113,33.9508,-117.7254
Chivasso,Italy,81,81,45.191,7.8872
Chojnice,Poland,41,19,53.7,17.55
Aci Catena,Italy,105,105,37.6,15.1333
Ampanihy,Madagascar,26,26,-24.6833,44.75
Araruama,Brazil,34,34,-22.8728,-42.3428
Arroyo Grande,United States of America,51,51,35.1241,-120.5845
Arth,Switzerland,52,52,47.0644,8.5242
Ashtabula,United States of America,58,58,41.8805,-80.7984
Atascadero,United States of America,54,54,35.4827,-120.6858
Athni,India,121,121,16.73,75.07
Bad Aibling,Germany,66,66,47.8667,12.0167
Bad Kreuznach,Germany,60,58,49.85,7.8667
Dartford,United Kingdom of Great Britain and Northern Ireland,33,27,51.44,0.22
Debre Tabor,Ethiopia,53,53,11.85,38.0167
Del Rio,United States of America,51,51,29.3708,-100.8801
Denver,United States of America,53,53,39.762,-104.8758
Dhing,India,124,124,26.4679,92.4734
Dire Dawa,Ethiopia,111,111,9.6,41.8667
Dixon,United States of America,44,44,38.4469,-121.825
Dixon,United States of America,44,44,41.8439,-89.4794
Djougou,Benin,54,54,9.7,1.6667
Douglasville,United States of America,45,40,33.7384,-84.7054
Dresden,Germany,54,54,51.05,13.74
Dueville,Italy,83,83,45.6333,11.55
Dumai,Indonesia,70,70,1.6667,101.45
East Kilbride,United Kingdom of Great Britain and Northern Ireland,38,37,55.7644,-4.1769
East Los Angeles,United States of America,152,152,34.0326,-118.1691
Eastbourne,United Kingdom of Great Britain and Northern Ireland,33,25,50.77,0.28
Edina,United States of America,52,52,44.8914,-93.3602
El Bagre,Colombia,64,64,7.5942,-74.8119
Eldersburg,United States of America,50,38,39.4041,-76.9528
Elgin,United Kingdom of Great Britain and Northern Ireland,36,33,42.0383,-88.324
Elgin,United Kingdom of Great Britain and Northern Ireland,36,33,57.65,-3.315
Elgin,United Kingdom of Great Britain and Northern Ireland,36,33,30.3526,-97.3883
Encamp,Andorra,32,24,42.5361,1.5828
Entebbe,Uganda,54,54,0.05,32.46
Estelle,United States of America,34,34,29.8447,-90.1021
Eustis,United States of America,72,23,28.8563,-81.6771
Eysines,France,42,22,44.8853,-0.65
Ferentino,Italy,65,50,41.6833,13.25
Fiorano Modenese,Italy,57,57,44.5333,10.8167
Fort Erie,Canada,47,47,42.9167,-79.0167
Fort Smith,United States of America,58,58,35.3495,-94.3695
Franconia,United States of America,50,38,38.7682,-77.1587
Franconia,United States of America,50,38,40.3055,-75.359
Fuli,China,133,133,23.1333,121.2833
Gaomi,China,139,139,36.3833,119.75
Garland,United States of America,69,69,32.91,-96.6304
Gavere,Belgium,49,49,50.9333,3.6667
Gebre Guracha,Ethiopia,54,54,9.8,38.4
Gelendzhik,Russian Federation,39,17,44.575,38.0725
Genas,France,69,69,45.7314,5.0022
General Pico,Argentina,15,14,-35.6667,-63.7333
Maisach,Germany,67,67,48.2167,11.2667
Malsch,Germany,66,66,48.8808,8.3342
Manching,Germany,65,65,48.7186,11.4972
Maragogi,Brazil,23,14,-9.0122,-35.2225
Marcali,Hungary,66,55,46.5858,17.4128
Marechal Deodoro,Brazil,24,15,-9.71,-35.895
Colorado,Brazil,35,35,-22.8378,-51.9728
Contramaestre,Cuba,87,87,20.3,-76.2506
Corsico,Italy,87,87,45.4333,9.1167
Covasna,Romania,48,48,45.8492,26.1853
Croix,France,45,45,50.6781,3.1508
Dorogobuzh,Russian Federation,32,22,54.9167,33.3
Dubuque,United States of America,41,41,42.5002,-90.707
Duxbury,United States of America,52,52,42.0465,-70.7139
East Lansing,United States of America,35,35,42.748,-84.4836
Ecatepec,Mexico,189,189,19.6097,-99.06
Eijsden,Netherlands,53,53,50.7778,5.7083
Elista,Russian Federation,37,9,46.3167,44.2667
Dalsingh Sarai,India,172,154,25.668,85.8364
Daoukro,Côte d'Ivoire,48,48,7.05,-3.9667
Dearborn Heights,United States of America,34,34,42.3164,-83.2769
Deyang,China,164,164,31.1289,104.395
Doctor Phillips,United States of America,68,68,28.4474,-81.4914
Enghien,Belgium,51,51,50.7,4.0333
Esperanza,Cuba,55,55,27.58,-109.9298
Esperanza,Cuba,55,55,6.7167,124.5167
Esperanza,Cuba,55,55,19.58,-70.99
Esperanza,Cuba,55,55,8.676,125.6454
Esperanza,Cuba,55,55,-31.4167,-60.9333
Esperanza,Cuba,55,55,11.7369,124.0417
Esperanza,Cuba,55,55,22.4472,-80.0966
Fastiv,Ukraine,37,16,50.0747,29.9181
Fatehpur,Pakistan,187,187,25.93,80.8
Fatehpur,Pakistan,187,187,25.5089,85.1939
Fatehpur,Pakistan,187,187,26.2813,87.1084
Fatehpur,Pakistan,187,187,25.2463,87.038
Fatehpur,Pakistan,187,187,25.3032,87.8623
Fatehpur,Pakistan,187,187,24.6297,85.2249
