city,country_name,aqi_value,pm25_aqi_value,lat,lng
Moscow,United States of America,30,30,46.7308,-116.9986
Mudhol,India,73,73,18.9667,77.9167
Mudhol,India,73,73,15.6406,75.9531
Mudhol,India,73,73,16.35,75.2833
Muna,Mexico,59,59,20.48,-89.72
Naranjos,Mexico,92,92,21.3472,-97.6833
Nehoiu,Romania,52,52,45.3531,26.305
Neustadt,Germany,33,32,49.35,8.15
Neustadt,Germany,33,32,49.5967,10.6089
Neustadt,Germany,33,32,51.0239,14.2167
Neustadt,Germany,33,32,50.85,9.1167
Neustadt,Germany,33,32,50.7333,11.75
New Lenox,United States of America,54,54,41.5095,-87.9703
Newburn,United Kingdom of Great Britain and Northern Ireland,31,21,54.983,-1.743
Newbury,United Kingdom of Great Britain and Northern Ireland,50,50,51.401,-1.323
Nisporeni,Republic of Moldova,53,53,47.0833,28.1833
Nisshin,Japan,44,16,35.132,137.0394
Nizhniye Sergi,Russian Federation,37,37,56.6667,59.3167
Nohfelden,Germany,54,54,49.5867,7.1428
Kingstown,,163,163,13.1578,-61.225
Klamath Falls,United States of America,40,40,42.2195,-121.7754
Kohat,Pakistan,101,101,33.5833,71.4333
Korla,China,160,160,41.7259,86.1746
Korostyshiv,Ukraine,89,89,50.3186,29.0592
Kouroussa,Guinea,56,56,10.653,-9.892
Littleton,United States of America,74,74,39.5915,-105.0188
Littleton,United States of America,74,74,42.535,-71.4891
Lizzano,Italy,48,36,40.3919,17.4483
Llallagua,Bolivia (Plurinational State of),12,11,-18.4167,-66.5833
Lochearn,United States of America,42,42,39.3461,-76.7307
Lohja,Finland,27,19,60.25,24.0667
Loikaw,Myanmar,15,10,19.6742,97.2092
Lonate Pozzolo,Italy,82,82,45.6,8.75
Lota,Chile,67,67,-37.0833,-73.1667
Lubango,Angola,40,40,-14.9167,13.5
Luebo,Democratic Republic of the Congo,90,90,-5.35,21.4167
Lumding,India,43,43,25.75,93.17
Mahendragarh,India,500,435,28.28,76.15
Malatya,Turkey,55,55,38.3486,38.3194
Manay,Philippines,25,25,7.2108,126.5328
Manzini,Kingdom of Eswatini,75,75,-26.4833,31.3667
Krasnodon,Ukraine,37,13,48.3,39.7333
Kunigal,India,50,50,13.0232,77.0252
La Carolina,Spain,34,34,38.2667,-3.6167
La Garriga,Spain,49,49,41.6804,2.2833
La Llagosta,Spain,53,53,41.5156,2.1928
Lady Lake,United States of America,72,72,28.9241,-81.9299
Lahad Datu,Malaysia,48,48,5.03,118.34
Lanaken,Belgium,43,43,50.8925,5.6497
Lannion,France,41,41,48.7325,-3.4553
Lanuvio,Italy,40,20,41.6833,12.7
Las Margaritas,Mexico,61,61,16.3667,-91.7333
Lede,Belgium,42,42,50.9667,3.9833
Lentini,Italy,67,67,37.2833,15.0
Leominster,United States of America,30,22,42.5209,-71.7717
Leominster,United States of America,30,22,52.2282,-2.7385
Leon,Mexico,50,50,10.7808,122.3894
Levski,Bulgaria,52,52,43.3667,25.1333
Liancheng,China,58,58,24.0515,105.0573
Lighthouse Point,United States of America,58,58,26.2785,-80.0891
Lilongwe,Malawi,33,33,-13.9833,33.7833
Kano,Nigeria,138,138,12.0,8.5167
Karabash,Russian Federation,36,33,55.4833,60.2167
Kareli,India,169,169,22.9153,79.0638
Kaukauna,United States of America,49,49,44.2773,-88.2641
Kerava,Finland,23,18,60.4,25.1
Jawor,Poland,63,63,51.05,16.2
Joigny,France,31,21,47.9822,3.3972
Jork,Germany,34,31,53.5344,9.6817
Kafue,Zambia,36,36,-15.7667,28.1833
Mountlake Terrace,United States of America,49,49,47.7921,-122.3077
Mrirt,Morocco,59,59,33.1667,-5.5667
Muktsar,India,180,180,30.4743,74.5166
Mullingar,Ireland,27,13,53.5224,-7.3378
Multan,Pakistan,194,194,30.1978,71.4697
Mumford,Ghana,74,74,5.2625,-0.7578
Murayama,Japan,35,13,38.4833,140.3833
Murcia,Spain,29,20,37.9861,-1.1303
Murcia,Spain,29,20,10.6,123.0333
Musiri,India,54,54,10.9333,78.45
Muskego,United States of America,58,58,42.886,-88.1291
Naarden,Netherlands,42,42,52.2953,5.1622
Nanakuli,,30,30,21.3892,-158.1445
Nantong,China,206,167,31.9829,120.8873
Jeumont,France,51,51,50.2944,4.1014
Kalanaur,India,157,126,32.02,75.15
Lala,India,87,87,7.9667,123.75
Lang Suan,Thailand,32,32,9.95,99.0667
Lavagna,,55,55,44.3167,9.3333
League City,United States of America,45,45,29.4874,-95.1087
Lebedyn,Ukraine,55,55,50.5831,34.4823
Lennox,United States of America,114,114,33.938,-118.3586
Levice,Slovakia,50,50,48.2164,18.6081
Levin,New Zealand,13,12,-40.6219,175.2867
Limburg,Germany,33,30,50.3833,8.0667
Lindome,Sweden,38,19,57.5667,12.1
Lissone,Italy,33,23,45.6167,9.25
Lockhart,United States of America,47,47,29.8785,-97.6831
Lockhart,United States of America,47,47,28.627,-81.4354
Lohmar,Germany,33,29,50.8167,7.2167
Loudi,China,99,97,27.7378,111.9974
Luena,Angola,66,66,-11.7918,19.9062
Lyuban,Belarus,52,52,52.7819,28.0525
Lyudinovo,Russian Federation,70,70,53.8667,34.4333
Maassluis,Netherlands,38,38,51.9333,4.2333
Macenta,Guinea,32,32,8.5504,-9.48
Machesney Park,United States of America,72,72,42.3666,-89.0266
Mainburg,Germany,29,29,48.65,11.7833
Malang,Indonesia,67,67,-7.98,112.62
Manapla,Philippines,54,54,10.958,123.123
Manfredonia,Italy,49,36,41.6333,15.9167
Maracena,Spain,32,15,37.2,-3.6333
Margosatubig,Philippines,17,17,7.5783,123.1659
Kotelnich,Russian Federation,33,10,58.3078,48.3181
Krasnodar,Russian Federation,44,31,45.0333,38.9667
Krasnogorsk,Russian Federation,61,61,55.8217,37.3386
Krasnogorsk,Russian Federation,61,61,48.4172,142.0869
Krasnokamsk,Russian Federation,25,19,58.0833,55.6833
Kristiansand,Norway,52,52,58.1472,7.9972
Kurtamysh,Russian Federation,31,31,54.9167,64.4333
Kuurne,Belgium,38,38,50.8519,3.2861
La Madeleine,France,38,38,50.6558,3.071
La Piedad,Mexico,52,52,20.3333,-102.0167
Ladispoli,,48,34,41.9544,12.0742
Marinha Grande,Portugal,40,40,39.75,-8.9333
Martil,Morocco,39,38,35.6167,-5.2667
Mataram,Indonesia,34,34,-8.5833,116.1167
Matou,China,111,111,39.5503,116.1063
Matteson,United States of America,77,77,41.5095,-87.7468
Medeiros Neto,Brazil,52,52,-17.3739,-40.2208
Melegnano,Italy,44,44,45.3588,9.3238
Dreieich,Germany,37,30,50.0,8.7
Dronfield,United Kingdom of Great Britain and Northern Ireland,39,39,53.3024,-1.4664
Dumjor,India,179,179,22.64,88.22
Dunaharaszti,Hungary,51,51,47.3539,19.0948
East Grinstead,United Kingdom of Great Britain and Northern Ireland,36,36,51.13,-0.0
Ebbw Vale,United Kingdom of Great Britain and Northern Ireland,50,50,51.78,-3.21
Ecorse,United States of America,51,51,42.2489,-83.1399
El Carmen,Ecuador,79,79,13.7167,-88.9
El Carmen,Ecuador,79,79,13.35,-88.0
El Carmen,Ecuador,79,79,8.5128,-73.4508
El Quetzal,Guatemala,99,99,14.7667,-91.8167
Elko,United States of America,24,17,40.8381,-115.7678
Elmshorn,Germany,32,26,53.7519,9.6511
Enumclaw,United States of America,29,23,47.2018,-121.9897
Erdenet,Mongolia,81,81,49.0278,104.0444
Erzurum,Turkey,74,74,39.9086,41.2769
Esik,Kazakhstan,130,130,43.35,77.4667
Esperantina,Brazil,55,55,-3.9019,-42.2339
Esperantina,Brazil,55,55,-5.3428,-48.5108
Essen,Belgium,38,38,51.4508,7.0131
Essen,Belgium,38,38,51.4667,4.4667
Estepa,Spain,31,25,37.2917,-4.8792
Fabriano,Italy,40,30,43.3333,12.9167
Fairview Heights,United States of America,45,45,38.5974,-90.0053
Faisalabad,Pakistan,301,301,31.4167,73.0911
Falls Church,United States of America,59,59,38.8847,-77.1751
Falmouth,United Kingdom of Great Britain and Northern Ireland,78,78,50.15,-5.07
Falmouth,United Kingdom of Great Britain and Northern Ireland,78,78,18.49,-77.661
Falmouth,United Kingdom of Great Britain and Northern Ireland,78,78,41.5913,-70.5912
Falmouth,United Kingdom of Great Britain and Northern Ireland,78,78,43.7476,-70.2827
Fameck,France,28,28,49.2992,6.1097
Fano,Italy,44,33,43.8333,13.0167
Fellbach,Germany,30,26,48.8086,9.2758
Fgura,Malta,49,47,35.8725,14.5228
Forbesganj,India,217,217,26.3,87.265
Forlimpopoli,Italy,38,36,44.1833,12.1333
Formosa,Argentina,32,32,-26.1833,-58.1833
Formosa,Argentina,32,32,-15.5369,-47.3339
Fort Atkinson,United States of America,64,64,42.9253,-88.8442
Fort Morgan,United States of America,58,58,40.2537,-103.7903
Gisenyi,Rwanda,157,157,-1.7,29.25
Gladeview,United States of America,84,84,25.8395,-80.2368
Gorinchem,Netherlands,40,40,51.8306,4.9742
Goussainville,France,51,51,49.0325,2.4747
Grand Junction,United States of America,43,43,39.0877,-108.5673
Grasse,France,72,72,43.6667,6.9167
Greeneville,United States of America,66,66,36.168,-82.8197
Greenwood Village,United States of America,75,75,39.6153,-104.9131
Guaranda,Ecuador,59,59,-1.6,-79.0
Guaranda,Ecuador,59,59,8.4672,-74.5367
Guarda,Portugal,32,32,40.5333,-7.3333
Guastalla,Italy,85,85,44.9167,10.6667
Guiyang,China,99,99,26.5794,106.7078
Gummersbach,Germany,34,27,51.0333,7.5667
Hille,Germany,37,24,52.3331,8.75
Hinche,Haiti,144,144,19.15,-72.0167
Hollins,United States of America,64,64,37.3434,-79.9534
Homburg,Germany,31,31,49.3167,7.3333
Hot Springs,United States of America,72,72,34.4892,-93.0501
Huadian,China,70,70,42.9633,126.7478
Huatusco,Mexico,95,95,19.1489,-96.9661
Huinan,China,68,68,42.6229,126.2614
Huizhou,China,124,124,23.1115,114.4152
Husum,Germany,32,24,54.4667,9.05
Geldermalsen,Netherlands,39,39,51.8833,5.2833
Gheorgheni,Romania,61,61,46.72,25.59
Gwalior,India,174,174,26.2215,78.178
Hallandale Beach,United States of America,83,83,25.9854,-80.1423
Halmstad,Sweden,38,20,56.6739,12.8572
Hameln,Germany,37,24,52.1,9.3667
Hamminkeln,Germany,34,34,51.7319,6.5908
Hatvan,Hungary,38,38,47.6681,19.6697
Havelock,United States of America,53,53,34.9078,-76.8987
Healdsburg,United States of America,31,26,38.6224,-122.8651
Herrenberg,Germany,32,26,48.5967,8.8708
Hialeah,United States of America,93,93,25.8696,-80.3045
Fortaleza,Brazil,25,25,-3.7275,-38.5275
Frisco,United States of America,56,56,33.156,-96.8216
Furukawa,Japan,38,14,36.2381,137.1862
Gabane,Botswana,31,31,-24.6667,25.7833
Garagoa,Colombia,36,36,5.0833,-73.3667
Gardner,United States of America,45,25,38.8122,-94.9275
Gardner,United States of America,45,25,42.5845,-71.9868
Middleburg Heights,United States of America,47,47,41.3696,-81.815
Mielec,Poland,61,61,50.2833,21.4333
Mieres,Spain,46,46,43.2508,-5.7767
Mikhaylovka,Russian Federation,43,43,50.0667,43.25
Mikhaylovka,Russian Federation,43,43,43.9283,132.0061
Mikumi,United Republic of Tanzania,26,26,-7.4072,36.9722
Milagro,Ecuador,59,59,-2.1347,-79.5872
Millcreek,United States of America,44,44,40.6892,-111.8292
Millcreek,United States of America,44,44,42.0859,-80.1194
Milledgeville,United States of America,72,72,33.0874,-83.2414
Mogoditshane,Botswana,32,32,-24.6333,25.8667
Monaragala,Sri Lanka,46,46,6.8726,81.3373
Monjas,Guatemala,64,64,14.501,-89.8723
Montebello,United States of America,125,125,34.0155,-118.1108
Monteiro,Brazil,24,24,-7.8889,-37.12
Montgeron,France,50,50,48.7039,2.4605
Mubi,Nigeria,48,48,10.2604,13.2606
Muramvya,Burundi,67,67,-3.25,29.6
Muscle Shoals,United States of America,54,54,34.7432,-87.6343
Nainpur,India,153,153,22.43,80.12
Nakatsugawa,Japan,51,44,35.4876,137.5006
Nankana Sahib,Pakistan,356,354,31.45,73.7067
Narragansett,United States of America,78,78,41.4291,-71.4668
Nehe,China,39,18,48.48,124.8738
Nesconset,United States of America,73,73,40.8467,-73.1522
Netphen,Germany,34,28,50.9147,8.1
Nettuno,,53,23,41.4667,12.6667
New Haven,United States of America,57,57,41.3113,-72.9246
New Haven,United States of America,57,57,41.0676,-85.0174
New Iberia,United States of America,39,39,30.0049,-91.8202
Newport,United Kingdom of Great Britain and Northern Ireland,47,47,51.5886,-2.9978
Newport,United Kingdom of Great Britain and Northern Ireland,47,47,39.0856,-84.4868
Newport,United Kingdom of Great Britain and Northern Ireland,47,47,52.7691,-2.3787
Newport,United Kingdom of Great Britain and Northern Ireland,47,47,41.4801,-71.3203
Newport,United Kingdom of Great Britain and Northern Ireland,47,47,50.701,-1.2883
Newport,United Kingdom of Great Britain and Northern Ireland,47,47,44.6242,-124.0513
Ngara,United Republic of Tanzania,64,64,-2.5122,30.6558
Ngorongoro,United Republic of Tanzania,33,33,-3.2496,35.52
Nikel,Russian Federation,32,9,69.4081,30.2206
Niort,France,32,18,46.3258,-0.4606
Nizhniy Lomov,Russian Federation,51,51,53.5167,43.6667
Nizip,Turkey,112,112,37.01,37.7972
Noci,Italy,55,42,40.8,17.1333
Phuket,Thailand,43,43,7.8881,98.3975
Phulera,India,291,291,26.87,75.23
Pickerington,United States of America,52,52,39.889,-82.7678
Pingyi,China,151,97,35.5104,117.62
Poggibonsi,Italy,58,58,43.4667,11.15
Pojuca,Brazil,48,48,-12.3659,-38.2433
Pontinia,Italy,42,42,41.4083,13.0443
Porangatu,Brazil,29,29,-13.4408,-49.1489
Port Antonio,Jamaica,41,41,18.1757,-76.4503
Powell River,Canada,28,12,49.8353,-124.5247
Presidente Bernardes,Brazil,43,43,-22.0061,-51.5531
Privolzhsk,Russian Federation,32,29,57.3825,41.2861
Puchheim,Germany,52,52,48.15,11.35
Puebloviejo,,71,71,10.9972,-74.2875
Punta Arenas,Chile,17,3,-53.1667,-70.9333
Purwakarta,Indonesia,101,101,-6.5533,107.4472
Quaregnon,Belgium,55,55,50.4333,3.8667
Quartucciu,Italy,54,54,39.2529,9.1762
Quatis,Brazil,88,88,-22.4069,-44.2578
Radomsko,Poland,76,76,51.0667,19.45
Olive Branch,United States of America,65,65,34.961,-89.8469
Onega,Russian Federation,35,16,63.9167,38.0833
Opfikon,Switzerland,43,43,47.4333,8.5667
Oregon City,United States of America,48,48,45.3418,-122.5924
Ormond Beach,United States of America,63,63,29.2985,-81.1014
Oschatz,Germany,64,64,51.3003,13.1072
Overpelt,Belgium,37,37,51.2167,5.4167
Ozieri,Italy,53,53,40.5849,9.0033
Paidha,Uganda,59,59,2.4167,30.9875
Pakxan,Thailand,53,53,18.3964,103.6558
Palembang,Indonesia,74,74,-2.9861,104.7556
Paradise Valley,United States of America,51,51,33.5434,-111.9595
Paraibano,Brazil,15,15,-6.4328,-43.9839
Patacamaya,Bolivia (Plurinational State of),20,20,-17.2333,-67.9167
Patchogue,United States of America,74,74,40.7621,-73.0185
Pavlovo,Russian Federation,34,28,55.9667,43.0667
Pearland,United States of America,103,103,29.5581,-95.3218
Pergine Valsugana,Italy,58,58,46.0667,11.2333
Pertuis,France,151,151,43.695,5.5036
Petrolina,Brazil,14,13,-9.3928,-40.5078
Petushki,Russian Federation,49,49,55.9333,39.4667
Pfullendorf,Germany,51,51,47.9242,9.2567
Phalaborwa,South Africa,49,49,-23.9333,31.1167
Dordrecht,Netherlands,30,20,51.7958,4.6783
Dorohoi,Romania,40,40,47.9597,26.3997
Dracut,United States of America,72,72,42.6832,-71.301
Dumka,India,85,61,24.42,87.34
Dyurtyuli,Russian Federation,37,37,55.4833,54.8667
East Islip,United States of America,87,87,40.7257,-73.1869
East Rockaway,United States of America,109,109,40.6432,-73.6672
Eberbach,Germany,56,56,49.4667,8.9833
Eichenzell,Germany,69,69,50.4934,9.6961
El Seibo,Dominican Republic,57,57,18.763,-69.042
Elbistan,Turkey,62,62,38.2014,37.1883
Eldama Ravine,Kenya,78,78,0.05,35.7167
Elias Fausto,Brazil,90,90,-23.0428,-47.3739
Elverum,Norway,30,26,60.8819,11.5623
Empalme,Mexico,56,56,27.9617,-110.8125
Enschede,Netherlands,32,17,52.2167,6.9
Erbach,Germany,57,57,49.6569,8.9931
Erbach,Germany,57,57,48.3281,9.8878
Erkelenz,Germany,45,45,51.0833,6.3167
Erlanger,United States of America,67,67,39.0109,-84.5864
Esmoriz,Portugal,34,30,40.955,-8.627
Fernandina Beach,United States of America,54,54,30.6571,-81.4511
Finneytown,United States of America,70,70,39.2159,-84.5144
Fiumicino,,51,51,41.7667,12.2333
Florham Park,United States of America,105,105,40.7773,-74.3953
Forchheim,Germany,59,59,49.7197,11.0581
Fraserburgh,United Kingdom of Great Britain and Northern Ireland,33,9,57.693,-2.005
Gagnoa,Côte d'Ivoire,39,39,6.1333,-5.9333
Garanhuns,Brazil,20,20,-8.8903,-36.4928
Garbagnate Milanese,Italy,75,75,45.5771,9.0814
Garden Acres,United States of America,32,32,37.9637,-121.2296
Gbadolite,Democratic Republic of the Congo,39,39,4.275,21.0
Gikongoro,Rwanda,78,78,-2.4697,29.5814
Gillingham,United Kingdom of Great Britain and Northern Ireland,32,16,51.385,0.55
Gillingham,United Kingdom of Great Britain and Northern Ireland,32,16,51.0375,-2.2748
Piracanjuba,Brazil,30,30,-17.3028,-49.0178
Plattsburgh,United States of America,43,43,44.6951,-73.4563
Khushab,Pakistan,165,165,32.2986,72.3508
Kiel,Germany,42,26,54.3233,10.1394
Kigali,Rwanda,107,107,-1.9536,30.0606
Kimry,Russian Federation,35,15,56.8667,37.35
Kintampo,Ghana,35,35,8.0522,-1.7347
Kiskunhalas,Hungary,58,54,46.4319,19.4883
Kitgum,Uganda,51,51,3.2889,32.8778
Kodala,India,109,109,19.6243,84.9408
Koper,Slovenia,81,81,45.55,13.7333
Koratla,India,174,174,18.8215,78.7119
Kortenberg,Belgium,53,53,50.8833,4.5333
Kosgi,India,117,117,16.9839,77.7193
Krasnogvardeyskoye,Russian Federation,48,19,45.85,41.5167
Krasnogvardeyskoye,Russian Federation,48,19,45.1278,39.5725
Kudymkar,Russian Federation,43,43,59.0167,54.6667
Kukshi,India,128,128,22.2068,74.7579
Labutta,Myanmar,30,28,16.1467,94.7611
Lake Havasu City,United States of America,66,66,34.5006,-114.3113
Laramie,United States of America,35,8,41.3099,-105.6085
Laranjal Paulista,Brazil,78,78,-23.0118,-47.8657
Lattes,France,48,29,43.5678,3.9021
Laxou,France,75,75,48.6856,6.1522
Le Hochet,Mauritius,55,55,-20.135,57.5211
Legnago,Italy,84,84,45.1929,11.3115
Leighton Buzzard,United Kingdom of Great Britain and Northern Ireland,32,32,51.9165,-0.6617
Leoben,Austria,63,63,47.3817,15.0972
Leuwiliang,Indonesia,264,264,-6.5742,106.632
Lino Lakes,United States of America,50,50,45.1679,-93.083
Lins,Brazil,60,60,-21.6786,-49.7425
Londrina,Brazil,35,35,-23.31,-51.1628
Longuenesse,France,35,31,50.7356,2.2372
Los Angeles,United States of America,116,116,34.1141,-118.4068
Los Barrios,Spain,45,28,36.1833,-5.4833
Luton,United Kingdom of Great Britain and Northern Ireland,34,34,51.8783,-0.4147
Macatuba,Brazil,67,67,-22.5022,-48.7114
Macerata,Italy,76,76,43.3003,13.4533
Shenzhen,China,154,154,22.535,114.054
Shihezi,China,97,97,44.3054,86.0804
Sierra Madre,United States of America,148,148,34.1687,-118.0504
Sierra Vista,United States of America,61,61,31.563,-110.3153
Sigulda,Latvia,35,17,57.15,24.8667
Siloam Springs,United States of America,53,53,36.1844,-94.5315
Soacha,Colombia,71,71,4.5872,-74.2214
Sacramento,United States of America,36,36,38.5677,-121.4685
Sacramento,United States of America,36,36,-19.865,-47.44
Saint Albans,United Kingdom of Great Britain and Northern Ireland,28,17,51.755,-0.336
Saint Andrews,United Kingdom of Great Britain and Northern Ireland,26,15,56.3404,-2.7955
Recco,Italy,75,75,44.3667,9.15
Rehau,Germany,68,68,50.25,12.0167
Reynoldsburg,United States of America,48,29,39.9588,-82.7943
Ribera,Italy,43,43,37.4994,13.265
Richland,United States of America,33,15,46.2824,-119.2939
Richland,United States of America,33,15,40.449,-75.3362
Richland,United States of America,33,15,40.2842,-78.8449
Richland,United States of America,33,15,40.644,-79.9579
Riegelsberg,Germany,46,46,49.2942,6.9375
Riesa,Germany,69,69,51.3081,13.2939
Ringsted,Denmark,36,16,55.4425,11.79
Rio Grande,Mexico,58,58,-32.035,-52.0986
Rivas,Nicaragua,46,46,11.4386,-85.8286
Ronchin,France,47,47,50.6047,3.0878
Roncq,France,44,44,50.7536,3.1203
Rugby,United Kingdom of Great Britain and Northern Ireland,28,28,52.37,-1.26
Rugeley,United Kingdom of Great Britain and Northern Ireland,50,50,52.7599,-1.9388
Salamanca,Mexico,137,137,20.5703,-101.1972
Salamanca,Mexico,137,137,40.965,-5.6642
Salamanca,Mexico,137,137,-31.7667,-70.9667
Salekhard,Russian Federation,19,11,66.5333,66.6333
Samarkand,Uzbekistan,108,108,39.6547,66.9758
Daphne,United States of America,72,72,30.6263,-87.8816
Datia,India,226,226,25.67,78.47
Deerfield,United States of America,57,57,42.1654,-87.8516
Demmin,Germany,35,20,53.905,13.0439
Dera Ismail Khan,Pakistan,180,180,31.8314,70.9019
Devanhalli,India,65,65,13.23,77.7
Diourbel,Senegal,154,154,14.655,-16.2314
Sasaguri,Japan,49,43,33.6239,130.5262
Schenefeld,Germany,43,25,53.6028,9.8233
Sebastian,United States of America,43,23,27.7822,-80.4819
Sechura,Peru,49,49,-5.5576,-80.8223
Secunda,South Africa,154,154,-26.5161,29.2028
Sehnde,Germany,44,32,52.3161,9.9642
Seoul,Republic of Korea,421,415,37.56,126.99
Sesto Calende,Italy,96,96,45.7333,8.6333
Seto,Japan,112,112,35.2236,137.0842
Woippy,France,69,69,49.1511,6.1514
Wood River,United States of America,82,82,38.8631,-90.0774
Wum,Cameroon,54,54,6.3833,10.0667
Xudat,Azerbaijan,39,39,41.6281,48.6828
Yahotyn,Ukraine,43,24,50.2569,31.7817
Yako,Burkina Faso,74,74,12.9667,-2.2667
West Haverstraw,United States of America,51,51,41.2063,-73.9884
West Point,United States of America,60,60,41.122,-112.0995
West Point,United States of America,60,60,33.6064,-88.6572
Western Springs,United States of America,57,57,41.8023,-87.9006
Westford,United States of America,41,41,42.5864,-71.4401
Williamsburg,United States of America,50,50,37.2693,-76.7076
Winter Haven,United States of America,86,19,28.0118,-81.7014
Wisconsin Rapids,United States of America,53,53,44.3927,-89.8265
Michigan City,United States of America,41,24,41.7092,-86.869
Middletown,United States of America,48,48,41.4459,-74.4236
Middletown,United States of America,48,48,39.5033,-84.3659
Middletown,United States of America,48,48,40.3892,-74.082
